rango,parola,frequenza,lemma,pos,pos_def
2153,orologio,221,orologio,NOUN,noun
4279,traditore,100,traditore,NOUN,noun
4278,tradizione,100,tradizione,NOUN,noun
4201,mezzogiorno,103,mezzogiorno,NOUN,noun
4200,noia,103,noio,NOUN,noun
4199,orrore,103,orrore,NOUN,noun
4335,daca,99,daca,NOUN,noun
4341,bada,99,bada,NOUN,noun
4066,esecuzione,107,esecuzione,NOUN,noun
4219,alcol,103,alcol,NOUN,noun
4251,umorismo,101,umorismo,NOUN,noun
4250,veterinario,101,veterinario,NOUN,noun
4244,cognome,102,cognome,NOUN,noun
4242,contessa,102,contesso,NOUN,noun
4236,giugno,102,giugno,NOUN,noun
4232,ned,102,ned,NOUN,noun
2361,delitto,200,deliri,NOUN,noun
2368,traduzione,199,traduzione,NOUN,noun
4283,sfida,100,sfida,NOUN,noun
4101,alzi,106,alzo,NOUN,noun
4284,selvaggio,100,selvaggio,NOUN,noun
4288,pr,100,pr,NOUN,noun
573,gioco,1053,gioco,NOUN,noun
2156,giovanotto,221,giovanotto,NOUN,noun
2350,bobby,201,bobby,NOUN,noun
1934,migliaia,250,migliaio,NOUN,noun
1930,jones,251,Jones,NOUN,noun
1941,scudi,249,scudo,NOUN,noun
141,parte,5139,parte,NOUN,noun
4331,fascino,99,fascino,NOUN,noun
2244,testimone,211,testimone,NOUN,noun
4321,mm,99,mm,NOUN,noun
4319,obiezione,99,obiezione,NOUN,noun
136,anni,5436,anno,NOUN,noun
4303,atterraggio,100,atterraggio,NOUN,noun
4302,benone,100,benone,NOUN,noun
4301,brady,100,brady,NOUN,noun
4293,fisico,100,fisico,NOUN,noun
4290,novembre,100,novembre,NOUN,noun
4338,caos,99,caos,NOUN,noun
4107,riuscirò,105,riuscie,NOUN,noun
4482,foste,95,fosta,NOUN,noun
596,hey,1020,Hey,NOUN,noun
4453,bree,96,breo,NOUN,noun
571,corpo,1055,corpo,NOUN,noun
2459,bestia,191,bestia,NOUN,noun
2413,ministro,195,ministro,NOUN,noun
2359,esame,200,esame,NOUN,noun
2360,edificio,200,edificio,NOUN,noun
2300,istante,205,istante,NOUN,noun
2208,telefonata,215,telefonata,NOUN,noun
572,musica,1053,musica,NOUN,noun
2121,governatore,225,governatore,NOUN,noun
2415,ferro,195,ferro,NOUN,noun
588,campo,1032,campo,NOUN,noun
2214,respiro,215,respiro,NOUN,noun
2114,fumo,226,fumo,NOUN,noun
2292,taglio,205,taglio,NOUN,noun
2387,terry,197,terry,NOUN,noun
2437,conoscete,193,conoscete,NOUN,noun
2478,croce,190,croce,NOUN,noun
1338,decisione,389,decisione,NOUN,noun
3832,vió,114,vió,NOUN,noun
1296,classe,405,classe,NOUN,noun
2377,accesso,199,accesso,NOUN,noun
2418,dimmelo,195,dimmelo,NOUN,noun
2218,sottotitoli,214,sottotitolo,NOUN,noun
2371,magia,199,magia,NOUN,noun
2128,nipote,224,nipote,NOUN,noun
2451,falso,192,falso,NOUN,noun
2287,mezz',206,mezz,NOUN,noun
2286,perdita,206,perdita,NOUN,noun
2285,polvere,206,polvere,NOUN,noun
2517,reazione,186,reazione,NOUN,noun
2206,analisi,216,analisi,NOUN,noun
2409,tavola,195,tavola,NOUN,noun
2405,carro,196,carro,NOUN,noun
2115,felicità,226,felicità,NOUN,noun
2116,altezza,226,altezza,NOUN,noun
591,paio,1027,paio,NOUN,noun
2513,teal',186,teal,NOUN,noun
663,pistola,875,pistola,NOUN,noun
2142,banda,223,banda,NOUN,noun
2365,aeroporto,200,aeroporto,NOUN,noun
2518,puzza,186,puzza,NOUN,noun
869,uh,644,uh,NOUN,noun
1239,sembri,423,sembro,NOUN,noun
1312,eddie,400,eddia,NOUN,noun
893,genitori,626,genitore,NOUN,noun
1318,fiori,398,fiore,NOUN,noun
1231,pomeriggio,429,pomeriggio,NOUN,noun
1230,carta,430,carta,NOUN,noun
1228,volo,431,volo,NOUN,noun
1227,nonno,432,nonno,NOUN,noun
1222,inferno,434,inferno,NOUN,noun
1284,giornale,408,giornale,NOUN,noun
1354,padrone,384,padrone,NOUN,noun
159,giorno,4556,giorno,NOUN,noun
1353,gioia,385,gioia,NOUN,noun
1337,ch,391,ch,NOUN,noun
1350,bar,386,bar,NOUN,noun
858,energia,659,energia,NOUN,noun
1346,stupida,386,stupida,NOUN,noun
4364,gustav,98,gustairv,NOUN,noun
1341,opera,387,opera,NOUN,noun
861,mandato,655,mandato,NOUN,noun
1293,riguardo,405,riguardo,NOUN,noun
2352,truppe,200,truppa,NOUN,noun
1234,direttore,427,direttore,NOUN,noun
1326,suppongo,394,suppongo,NOUN,noun
1307,danno,402,danno,NOUN,noun
1306,segnale,402,segnale,NOUN,noun
1303,governo,403,governo,NOUN,noun
872,stronzo,642,stronzo,NOUN,noun
1333,villaggio,391,villaggio,NOUN,noun
1298,nord,404,nord,NOUN,noun
1324,borsa,395,borsa,NOUN,noun
1327,battaglia,394,battaglia,NOUN,noun
873,mostro,642,mostro,NOUN,noun
2328,tetto,202,tetto,NOUN,noun
1735,importanza,289,importanza,NOUN,noun
2200,miglia,216,miglio,NOUN,noun
599,auto,1016,auto,NOUN,noun
4327,grosse,99,grore,NOUN,noun
2379,vendetta,198,vendetta,NOUN,noun
2356,riposo,200,riposo,NOUN,noun
604,festa,999,festa,NOUN,noun
2423,aron,195,aron,NOUN,noun
2943,dodici,156,dodici,NUM,numeral
477,quattro,1342,quattro,NUM,numeral
3600,ahi,124,ahi,NUM,numeral
4568,prendila,92,prendila,NUM,numeral
1035,mille,532,mille,NUM,numeral
507,mente,1232,menta,NUM,numeral
4183,undici,103,undici,NUM,numeral
98,due,7954,due,NUM,numeral
4639,trenta,90,trenta,NUM,numeral
4110,quindici,105,quindici,NUM,numeral
207,tre,3341,tre,NUM,numeral
874,sette,641,sette,NUM,numeral
471,cinque,1360,cinque,NUM,numeral
1814,cento,272,cento,NUM,numeral
2386,zero,197,zero,NUM,numeral
3579,mila,124,mila,NUM,numeral
1073,otto,509,otto,NUM,numeral
2511,venti,186,venti,NUM,numeral
653,dieci,902,dieci,NUM,numeral
1290,nove,406,nove,NUM,numeral
2180,quand',218,quand,PRON,pronoun
926,chiunque,602,chiunque,PRON,pronoun
2919,quant',157,quant,PRON,pronoun
3510,ei,127,ei,PRON,pronoun
65,chi,10928,chi,PRON,pronoun
4381,sfortuna,97,sfortuno,PRON,pronoun
1251,sé,419,sé,PRON,pronoun
132,voi,5572,voi,PRON,pronoun
168,qualcuno,4116,qualcuno,PRON,pronoun
75,niente,9918,niente,PRON,pronoun
110,vi,6614,vi,PRON,pronoun
39,tu,19491,tu,PRON,pronoun
47,lei,15587,lei,PRON,pronoun
45,c',16308,c,PRON,pronoun
41,me,18106,me,PRON,pronoun
182,ce,3893,ce,PRON,pronoun
3519,á,127,áre,PRON,pronoun
49,te,15108,te,PRON,pronoun
8,un,81762,uno,PRON,pronoun
3707,li',119,Li,PRON,pronoun
3026,essa,151,esso,PRON,pronoun
52,tutto,14665,tutto,PRON,pronoun
56,ne,13100,ne,PRON,pronoun
2334,giá,202,giá,PRON,pronoun
113,altro,6458,altro,PRON,pronoun
2394,by,197,by,PRON,pronoun
1912,finchè,253,finchè,PRON,pronoun
178,cui,3939,cui,PRON,pronoun
95,noi,8189,noi,PRON,pronoun
4631,ciascuno,91,ciascuno,PRON,pronoun
13,mi,46947,mi,PRON,pronoun
77,lui,9579,lui,PRON,pronoun
144,li,5070,li,PRON,pronoun
695,alcuni,837,alcuno,PRON,pronoun
73,quello,9994,quello,PRON,pronoun
1713,iei,292,iei,PRON,pronoun
2146,qual',222,quan,PRON,pronoun
4451,cap,96,cap,PRON,pronoun
27,io,29889,io,PRON,pronoun
32,questo,21657,questo,PRON,pronoun
1585,ognuno,319,ognuno,PRON,pronoun
2805,coloro,165,coloro,PRON,pronoun
1553,egli,330,egli,PRON,pronoun
297,ciò,2305,ciò,PRON,pronoun
101,qualcosa,7611,qualcosa,PRON,pronoun
21,si,33241,si,PRON,pronoun
2505,queiio,187,queiio,PRON,pronoun
25,cosa,31234,cosa,PRON,pronoun
30,ci,26946,ci,PRON,pronoun
22,ti,32019,ti,PRON,pronoun
157,nessuno,4612,nessuno,PRON,pronoun
3092,colui,147,colui,PRON,pronoun
3117,sí,145,sí,PRON,pronoun
325,nulla,2057,nulla,PRON,pronoun
3891,ciô,113,ciô,PRON,pronoun
3415,kent,131,Kent,PROPN,proper noun
1143,san,470,San,PROPN,proper noun
1970,edith,246,edith,PROPN,proper noun
3915,holmes,112,Holmes,PROPN,proper noun
1539,robert,334,robert,PROPN,proper noun
2810,Albert,165,Albert,PROPN,proper noun
4544,karloff,93,Karloff,PROPN,proper noun
2646,Louis,175,Louis,PROPN,proper noun
3666,deunan,121,deunan,PROPN,proper noun
3530,harold,126,Harold,PROPN,proper noun
1286,anna,408,Anna,PROPN,proper noun
4882,hanson,85,Hanson,PROPN,proper noun
2603,Jason,178,Jason,PROPN,proper noun
2432,baby,194,Baby,PROPN,proper noun
3648,bibbia,122,bibbia,PROPN,proper noun
1154,david,466,David,PROPN,proper noun
714,be',805,be,PROPN,proper noun
2602,Jonathan,178,Jonathan,PROPN,proper noun
3128,giovanni,145,giovanni,PROPN,proper noun
2807,borg,165,Borg,PROPN,proper noun
1966,roger,246,roger,PROPN,proper noun
1963,chakotay,247,chakotay,PROPN,proper noun
3447,be,130,Be,PROPN,proper noun
942,natale,589,Natale,PROPN,proper noun
4608,roberto,91,Roberto,PROPN,proper noun
4891,divina,85,divina,PROPN,proper noun
2999,zach,152,Zach,PROPN,proper noun
4878,kathryn,85,Kathryn,PROPN,proper noun
4234,marcello,102,Marcello,PROPN,proper noun
3318,city,136,City,PROPN,proper noun
4492,anderson,95,anderson,PROPN,proper noun
1011,joe,546,Joe,PROPN,proper noun
1811,helen,272,Helen,PROPN,proper noun
1165,sam,460,Sam,PROPN,proper noun
3457,pinocchio,129,Pinocchio,PROPN,proper noun
1947,daniel,249,Daniel,PROPN,proper noun
2331,robinson,202,robinson,PROPN,proper noun
3566,von,124,von,PROPN,proper noun
2928,berlino,157,Berlino,PROPN,proper noun
3461,madonna,129,Madonna,PROPN,proper noun
4149,Simpson,104,Simpson,PROPN,proper noun
1374,paul,377,Paul,PROPN,proper noun
3516,andrew,127,Andrew,PROPN,proper noun
4204,johnson,103,Johnson,PROPN,proper noun
2645,Marco,175,Marco,PROPN,proper noun
4763,christian,88,christian,PROPN,proper noun
2130,lascerò,224,Lascerò,PROPN,proper noun
2600,Oscar,178,Oscar,PROPN,proper noun
3382,zuppa,132,Zuppa,PROPN,proper noun
4362,kimble,98,Kimble,PROPN,proper noun
1521,tuvok,337,tuvok,PROPN,proper noun
1868,lord,262,Lord,PROPN,proper noun
4363,harris,98,Harris,PROPN,proper noun
4138,brindisi,105,Brindisi,PROPN,proper noun
1946,europa,249,Europa,PROPN,proper noun
2601,Martha,178,Martha,PROPN,proper noun
4008,grand,109,grand,PROPN,proper noun
2585,williams,179,Williams,PROPN,proper noun
2495,jerry,188,Jerry,PROPN,proper noun
4202,Lincoln,103,Lincoln,PROPN,proper noun
2172,medicina,219,Medicina,PROPN,proper noun
1248,fiume,420,Fiume,PROPN,proper noun
1162,johnny,462,Johnny,PROPN,proper noun
2217,stomaco,214,Stomaco,PROPN,proper noun
1158,popolo,464,Popolo,PROPN,proper noun
2058,kes,233,Kes,PROPN,proper noun
3146,jules,144,Jules,PROPN,proper noun
3439,florida,130,Florida,PROPN,proper noun
4558,wyatt,92,Wyatt,PROPN,proper noun
4676,cioe',90,Cioe,PROPN,proper noun
1554,peter,329,Peter,PROPN,proper noun
396,anch',1662,anch,PROPN,proper noun
4323,marchi,99,marco,PROPN,proper noun
3552,monaco,125,Monaco,PROPN,proper noun
1742,palazzo,288,Palazzo,PROPN,proper noun
4235,magnifica,102,Magnifica,PROPN,proper noun
3755,annie,118,annia,PROPN,proper noun
3973,jeff,110,Jeff,PROPN,proper noun
1749,wow,284,Wow,PROPN,proper noun
3708,kay,119,Kay,PROPN,proper noun
2863,Mark,161,Mark,PROPN,proper noun
4277,wayne,100,Wayne,PROPN,proper noun
460,merda,1415,Merda,PROPN,proper noun
4575,magico,92,Magico,PROPN,proper noun
4042,dé,108,Dé,PROPN,proper noun
4350,señor,98,Señor,PROPN,proper noun
4658,jenny,90,Jenny,PROPN,proper noun
2141,bell',223,bell,PROPN,proper noun
4933,jeffrey,84,Jeffrey,PROPN,proper noun
4897,cecilia,85,Cecilia,PROPN,proper noun
3644,cancro,122,Cancro,PROPN,proper noun
4561,statua,92,Statua,PROPN,proper noun
3953,boone,111,Boone,PROPN,proper noun
2748,west,168,West,PROPN,proper noun
3364,alma,134,Alma,PROPN,proper noun
4135,commedia,105,Commedia,PROPN,proper noun
2591,moto,179,Moto,PROPN,proper noun
3611,misura,123,Misura,PROPN,proper noun
2169,prenderti,219,Prenderti,PROPN,proper noun
3942,malcolm,111,Malcolm,PROPN,proper noun
898,buonasera,624,Buonasera,PROPN,proper noun
2195,whisky,216,Whisky,PROPN,proper noun
3271,lady,138,Lady,PROPN,proper noun
2510,wraith,186,Wraith,PROPN,proper noun
3740,julian,118,Julian,PROPN,proper noun
543,dimmi,1123,Dimmi,PROPN,proper noun
4616,manager,91,Manager,PROPN,proper noun
3816,pentru,115,Pentru,PROPN,proper noun
1031,ponte,533,Ponte,PROPN,proper noun
1796,carter,276,Carter,PROPN,proper noun
1335,fede,391,Fede,PROPN,proper noun
3407,unione,131,Unione,PROPN,proper noun
4440,feiice,96,feoie,PROPN,proper noun
3581,linda,124,Linda,PROPN,proper noun
3111,chaney,146,Chaney,PROPN,proper noun
1492,hotel,344,Hotel,PROPN,proper noun
3733,segretaria,118,Segretaria,PROPN,proper noun
3583,joseph,124,Joseph,PROPN,proper noun
4518,hans,94,Hans,PROPN,proper noun
3164,margherita,143,Margherita,PROPN,proper noun
4738,matt,88,Matt,PROPN,proper noun
3592,circo,124,Circo,PROPN,proper noun
3675,wong,120,Wong,PROPN,proper noun
969,michael,574,Michael,PROPN,proper noun
2326,Charles,203,Charles,PROPN,proper noun
580,new,1039,New,PROPN,proper noun
4463,siccome,95,siccoma,PROPN,proper noun
2839,Carlos,163,Carlos,PROPN,proper noun
2550,hall,184,Hall,PROPN,proper noun
946,miss,588,Miss,PROPN,proper noun
2030,washington,236,Washington,PROPN,proper noun
2014,kate,239,Kate,PROPN,proper noun
2144,sir,222,Sir,PROPN,proper noun
3165,lois,143,lois,PROPN,proper noun
3314,italia,136,Italia,PROPN,proper noun
2564,fbi,182,fbi,PROPN,proper noun
1014,parigi,543,Parigi,PROPN,proper noun
3177,stufo,142,stufo,PROPN,proper noun
1917,van,252,Van,PROPN,proper noun
2188,paris,217,Paris,PROPN,proper noun
2508,hitler,187,Hitler,PROPN,proper noun
957,pianeta,582,pianeta,PROPN,proper noun
3918,figiio,112,Figiio,PROPN,proper noun
1415,mary,364,Mary,PROPN,proper noun
2212,show,215,Show,PROPN,proper noun
3246,leonard,139,leonard,PROPN,proper noun
4163,Lucas,104,Lucas,PROPN,proper noun
492,Jack,1277,Jack,PROPN,proper noun
2266,mappa,209,Mappa,PROPN,proper noun
3248,kazon,139,Kazon,PROPN,proper noun
4399,fort,97,Fort,PROPN,proper noun
4172,Celeste,104,Celeste,PROPN,proper noun
4972,pierce,83,Pierce,PROPN,proper noun
1413,walter,364,Walter,PROPN,proper noun
738,smettila,773,Smettila,PROPN,proper noun
2548,kevin,184,Kevin,PROPN,proper noun
685,york,851,York,PROPN,proper noun
2814,Russia,164,Russia,PROPN,proper noun
1472,londra,347,Londra,PROPN,proper noun
1439,richard,355,Richard,PROPN,proper noun
3620,africa,123,Africa,PROPN,proper noun
1701,lassù,293,Lassù,PROPN,proper noun
4247,brandy,102,Brandy,PROPN,proper noun
2967,vogiio,154,vogiio,PROPN,proper noun
4167,Emily,104,Emily,PROPN,proper noun
1431,troia,358,Troia,PROPN,proper noun
4137,Carol,105,Carol,PROPN,proper noun
4123,lasciatelo,105,Lasciatelo,PROPN,proper noun
4187,spagna,103,Spagna,PROPN,proper noun
4165,hmm,104,Hmm,PROPN,proper noun
4182,Walt,103,Walt,PROPN,proper noun
2372,germania,199,Germania,PROPN,proper noun
4169,Detroit,104,Detroit,PROPN,proper noun
1391,uniti,371,Uniti,PROPN,proper noun
3538,boy,126,boy,PROPN,proper noun
2617,Edward,177,Edward,PROPN,proper noun
3373,kurt,133,Kurt,PROPN,proper noun
2092,diario,229,Diario,PROPN,proper noun
4744,jean,88,Jean,PROPN,proper noun
968,gesù,575,Gesù,PROPN,proper noun
4741,mae,88,Mae,PROPN,proper noun
546,james,1112,James,PROPN,proper noun
1038,frank,531,Frank,PROPN,proper noun
4086,reed,106,reed,PROPN,proper noun
1533,frankenstein,335,frankenstein,PROPN,proper noun
674,joey,862,Joey,PROPN,proper noun
2090,francia,229,Francia,PROPN,proper noun
3274,fiera,138,Fiera,PROPN,proper noun
1490,jake,344,Jake,PROPN,proper noun
2929,barbara,157,Barbara,PROPN,proper noun
4526,cesare,94,Cesare,PROPN,proper noun
3008,hollywood,152,Hollywood,PROPN,proper noun
4911,signa,84,Signa,PROPN,proper noun
2317,Jackson,204,Jackson,PROPN,proper noun
3758,valle,117,Valle,PROPN,proper noun
1763,roma,282,Roma,PROPN,proper noun
888,clark,629,Clark,PROPN,proper noun
2677,California,173,California,PROPN,proper noun
911,america,614,America,PROPN,proper noun
2106,sarah,227,Sarah,PROPN,proper noun
4062,luigi,107,Luigi,PROPN,proper noun
3756,villa,117,Villa,PROPN,proper noun
1852,lee,264,Lee,PROPN,proper noun
3198,teyla,141,teyla,PROPN,proper noun
4881,helena,85,Helena,PROPN,proper noun
2692,Lewis,172,Lewis,PROPN,proper noun
2731,Brian,170,Brian,PROPN,proper noun
1949,babbo,249,babboo,PROPN,proper noun
2594,bosco,179,Bosco,PROPN,proper noun
4438,gioielli,96,gioielli,PROPN,proper noun
2771,kim,167,Kim,PROPN,proper noun
2904,thomas,158,Thomas,PROPN,proper noun
1229,jimmy,431,Jimmy,PROPN,proper noun
4326,houston,99,Houston,PROPN,proper noun
2262,susan,209,Susan,PROPN,proper noun
2233,hank,213,Hank,PROPN,proper noun
847,maria,668,Maria,PROPN,proper noun
4490,boston,95,boston,PROPN,proper noun
3024,kikuchiyo,151,Kikuchiyo,PROPN,proper noun
2790,lisa,166,Lisa,PROPN,proper noun
4535,pensai,93,Pensai,PROPN,proper noun
4030,Lydia,108,Lydia,PROPN,proper noun
814,tom,699,Tom,PROPN,proper noun
2797,rendi,165,rendi,PROPN,proper noun
877,henry,640,Henry,PROPN,proper noun
2424,william,194,William,PROPN,proper noun
1342,mike,387,Mike,PROPN,proper noun
638,harry,930,Harry,PROPN,proper noun
3565,wilson,124,Wilson,PROPN,proper noun
4455,weir,95,Weir,PROPN,proper noun
4033,Jackie,108,Jackie,PROPN,proper noun
4394,jane,97,Jane,PROPN,proper noun
4593,carlo,92,Carlo,PROPN,proper noun
4542,mean,93,mean,PROPN,proper noun
3574,peggy,124,Peggy,PROPN,proper noun
2712,Boris,171,Boris,PROPN,proper noun
2655,Tristan,174,Tristan,PROPN,proper noun
3943,karin,111,Karin,PROPN,proper noun
4124,Kelly,105,Kelly,PROPN,proper noun
2955,kennedy,155,Kennedy,PROPN,proper noun
480,john,1337,John,PROPN,proper noun
4546,gonna,93,gonna,PROPN,proper noun
4120,Nick,105,Nick,PROPN,proper noun
1672,sara',299,Sara,PROPN,proper noun
3933,rossi,111,Rossi,PROPN,proper noun
2908,king,158,King,PROPN,proper noun
3857,giulia,114,Giulia,PROPN,proper noun
4324,j,99,J,PROPN,proper noun
1250,voyager,419,Voyager,PROPN,proper noun
3637,house,122,House,PROPN,proper noun
3721,blanche,119,blanco,PROPN,proper noun
3,che,128567,che,SCONJ,subordinating conjunction
4669,dovunque,90,dovunque,SCONJ,subordinating conjunction
273,ll,2542,Ll,SCONJ,subordinating conjunction
59,quando,12323,quando,SCONJ,subordinating conjunction
46,perché,15936,perché,SCONJ,subordinating conjunction
3523,sebbene,126,sebbene,SCONJ,subordinating conjunction
3868,affinché,114,affinché,SCONJ,subordinating conjunction
26,se,30499,se,SCONJ,subordinating conjunction
524,finché,1177,finché,SCONJ,subordinating conjunction
389,mentre,1703,mentre,SCONJ,subordinating conjunction
2789,poiché,166,poiché,SCONJ,subordinating conjunction
3237,x,139,x,SYM,symbol
3655,sciocca,121,sciocco,VERB,verb
3828,campana,115,campano,VERB,verb
4184,tolga,103,tolgo,VERB,verb
4360,occupati,98,occupato,VERB,verb
4295,fermate,100,fermato,VERB,verb
2306,desideri,205,desidere,VERB,verb
4215,bionda,103,biondo,VERB,verb
3672,catturato,121,catturare,VERB,verb
4470,ricetta,95,ricetto,VERB,verb
610,affari,991,affare,VERB,verb
4275,allegra,101,allegro,VERB,verb
3361,bruciato,134,bruciare,VERB,verb
3223,privata,140,privato,VERB,verb
3171,citta',143,citto,VERB,verb
3241,organizzato,139,organizzare,VERB,verb
3515,anka,127,anko,VERB,verb
3546,scritta,125,scritto,VERB,verb
3502,pensavi,127,pensavo,VERB,verb
3593,chiusi,124,chiuso,VERB,verb
2515,scale,186,scala,VERB,verb
281,buona,2467,buono,VERB,verb
4851,appunti,86,appunte,VERB,verb
3556,furto,125,furtare,VERB,verb
1297,tavolo,404,tavolare,VERB,verb
1299,latte,404,latta,VERB,verb
4996,confusa,83,confuso,VERB,verb
2132,giuria,224,giuriare,VERB,verb
4461,spostati,95,spostare,VERB,verb
4643,sorridi,90,sorride,VERB,verb
995,saremo,560,saere,VERB,verb
3769,parlargli,117,parlarge,VERB,verb
2304,eccomi,205,eccomare,VERB,verb
2303,entrate,205,entrata,VERB,verb
3602,sacrificio,123,sacrificiare,VERB,verb
3288,stà,137,stàre,VERB,verb
4513,moretti,94,moretto,VERB,verb
3273,figura,138,figurare,VERB,verb
2583,direttamente,180,diretto,VERB,verb
3626,saluti,122,saluto,VERB,verb
2426,piaccia,194,piacciare,VERB,verb
584,domanda,1036,domandare,VERB,verb
4557,adulti,93,adulto,VERB,verb
2189,mercato,217,mercare,VERB,verb
3670,comitato,121,comitare,VERB,verb
655,voglia,894,voglio,VERB,verb
3630,prodotto,122,produrre,VERB,verb
3221,schiavi,140,schiavo,VERB,verb
3309,richiamo,136,richere,VERB,verb
3475,scrivi,128,scrivo,VERB,verb
2264,muovetevi,209,muoveteve,VERB,verb
3554,lance,125,lancia,VERB,verb
2388,scendi,197,scendo,VERB,verb
2102,giardino,228,giardare,VERB,verb
4939,fango,84,fanere,VERB,verb
2108,ascolto,227,ascolgere,VERB,verb
3201,sorte,141,sorta,VERB,verb
2739,proposta,169,proporre,VERB,verb
895,solito,625,solire,VERB,verb
1077,assassino,507,assassare,VERB,verb
3507,impresa,127,imprendere,VERB,verb
3486,creature,128,creatura,VERB,verb
3306,streghe,136,strega,VERB,verb
344,morte,1904,morto,VERB,verb
889,vederti,628,vederto,VERB,verb
1273,lato,411,lare,VERB,verb
882,partita,634,partire,VERB,verb
3344,divertiti,135,divertire,VERB,verb
856,giornata,663,giornare,VERB,verb
3324,armata,136,armato,VERB,verb
835,scelta,678,scegliere,VERB,verb
3366,scomparsa,133,scomparire,VERB,verb
3438,fortunati,130,fortunato,VERB,verb
3413,nozze,131,nozza,VERB,verb
1495,albergo,344,albergare,VERB,verb
2699,Antonio,172,antonio,VERB,verb
3411,portarti,131,portarto,VERB,verb
1372,chiedi,378,chiede,VERB,verb
1378,difesa,376,difendere,VERB,verb
3767,patate,117,patato,VERB,verb
1408,dati,366,dato,VERB,verb
1414,regole,364,regola,VERB,verb
2765,stammi,167,stammo,VERB,verb
1221,rotta,434,rotto,VERB,verb
4340,beviamo,99,bevere,VERB,verb
15,ho,39064,avere,VERB,verb
3578,nascita,124,nascire,VERB,verb
1051,arma,526,armare,VERB,verb
3509,fiato,127,fiare,VERB,verb
1506,angelina,341,angelinare,VERB,verb
2862,mettermi,161,mettermere,VERB,verb
489,ricordo,1297,ricordare,VERB,verb
2820,datemi,164,datemio,VERB,verb
1083,zona,501,zonare,VERB,verb
2613,patto,177,pattare,VERB,verb
2596,taglia,178,tagliare,VERB,verb
2391,impazzito,197,impazzire,VERB,verb
2579,complimenti,181,complimento,VERB,verb
3703,pulita,119,pulito,VERB,verb
2745,chili,169,chilo,VERB,verb
2559,sbagli,182,sbaglio,VERB,verb
2541,bugie,185,bugia,VERB,verb
1287,seguito,407,seguire,VERB,verb
2524,epoca,186,epocare,VERB,verb
2870,tunnel,160,tunnelre,VERB,verb
539,prova,1145,provare,VERB,verb
1907,tecnologia,253,tecnologiare,VERB,verb
1908,porte,253,porta,VERB,verb
717,chiami,802,chiamo,VERB,verb
1931,champagne,251,champagna,VERB,verb
3673,beccato,121,beccare,VERB,verb
1888,mentito,257,mentire,VERB,verb
721,capelli,796,capello,VERB,verb
1200,lista,447,listare,VERB,verb
1036,caccia,532,cacciare,VERB,verb
2764,ammiraglio,168,ammiragliare,VERB,verb
1113,regina,489,reginare,VERB,verb
2291,tasca,205,tasco,VERB,verb
1576,arte,322,arta,VERB,verb
2222,galera,214,galerare,VERB,verb
3155,agenzia,144,agenziare,VERB,verb
1969,orecchie,246,orecchia,VERB,verb
2039,porca,235,porcare,VERB,verb
390,scusa,1687,scusare,VERB,verb
2071,grazia,231,graziare,VERB,verb
2074,attesa,231,attendere,VERB,verb
2086,camicia,230,camiciare,VERB,verb
1757,estate,283,estare,VERB,verb
691,capisci,842,capisce,VERB,verb
2004,alba,241,albare,VERB,verb
3015,abbi,152,abbe,VERB,verb
2990,sparate,153,sparata,VERB,verb
265,testa,2605,testare,VERB,verb
4597,ascoltatemi,92,ascoltatema,VERB,verb
1515,aiutami,339,aiutamo,VERB,verb
1520,esci,338,esce,VERB,verb
1531,stavi,335,stavo,VERB,verb
1550,guida,331,guidare,VERB,verb
1571,madame,324,madama,VERB,verb
4370,continuiamo,98,continuire,VERB,verb
4547,giunto,93,giungere,VERB,verb
2903,togliti,158,toglito,VERB,verb
3041,marcia,150,marciare,VERB,verb
2752,sognato,168,sognare,VERB,verb
4355,registrazione,98,registraziorre,VERB,verb
3157,sigarette,143,sigaretta,VERB,verb
1856,coppia,264,coppiare,VERB,verb
3100,scene,146,scena,VERB,verb
1835,raggio,267,raggiare,VERB,verb
4777,spingi,87,spingo,VERB,verb
784,bocca,732,boccare,VERB,verb
1710,rispondi,292,rispondo,VERB,verb
1723,chiamate,291,chiamata,VERB,verb
4147,svelti,104,svelto,VERB,verb
4160,mira,104,mirare,VERB,verb
4170,deii',104,deiiare,VERB,verb
1659,guardami,302,guardamo,VERB,verb
4078,suoni,106,suono,VERB,verb
4457,usate,95,usata,VERB,verb
4047,ció,108,cióo,VERB,verb
2385,costruire,198,costruire,VERB,verb
1320,finestra,397,finestrare,VERB,verb
3999,preparati,109,preparato,VERB,verb
4478,interrompere,95,interrompere,VERB,verb
3980,cugina,110,cugino,VERB,verb
860,sala,655,sala,VERB,verb
4500,scordato,94,scordare,VERB,verb
3975,eterna,110,eternare,VERB,verb
2785,tratto,166,trarre,VERB,verb
1305,venuti,402,venere,VERB,verb
4010,elanna,109,elanno,VERB,verb
2376,ammazzare,199,ammazzare,VERB,verb
4670,diego,90,diegare,VERB,verb
4537,parlami,93,parlame,VERB,verb
1832,dita,268,dito,VERB,verb
4390,partecipare,97,partecipare,VERB,verb
4435,imputato,96,imputare,VERB,verb
2794,spia,165,spiare,VERB,verb
4929,nascosti,84,nascosto,VERB,verb
4406,dicevano,97,dicevare,VERB,verb
2755,resistere,168,resistere,VERB,verb
1347,sparato,386,sparare,VERB,verb
4305,aggiungere,100,aggiungere,VERB,verb
4411,asta,97,astare,VERB,verb
