rango,parola,lemma,inglese,pos,spagnolo,lemma_es,pos_es,temp_nfkd_it,temp_nfkd_es,it_spanishify,levenshtein
2055,ordinato,ordinare,tidy,VERB,ordenado,ordenado,ADJ,ordinare,ordenado,ordinar,0.625
2056,mosca,mosca,fly,NOUN,volar,volar,VERB,mosca,volar,mosca,0.19999999999999996
2066,stampa,stampa,press,NOUN,prensa,prensa,NOUN,stampa,prensa,stampa,0.16666666666666663
2070,ladro,ladro,thief,NOUN,ladrón,ladrón,NOUN,ladro,ladron,ladro,0.6666666666666667
2074,attesa,attendere,wait,VERB,esperar,esperar,VERB,attendere,esperar,attender,0.25
2076,volontà,volontà,will,NOUN,voluntad,voluntad,NOUN,volonta,voluntad,volontà,0.625
2081,potrò,potrò,I will be able,AUX,estaré disponible,estar,VERB,potro,estare disponible,potrò,0.11764705882352944
2086,camicia,camicia,Shirt,NOUN,camisa,camisa,NOUN,camicia,camisa,camicia,0.7142857142857143
2088,po,po,bit,ADV,poco,poco,ADV,po,poco,po,0.5
2089,innamorata,innamorato,in love,VERB,enamorado,enamorado,ADJ,innamorato,enamorado,innamorato,0.7
2091,eccoci,eccoci,here we are,AUX,aquí estamos,aquí,ADV,eccoci,aqui estamos,eccoci,0.08333333333333337
2093,cugino,cugino,cousin,NOUN,primo,primo,NOUN,cugino,primo,cugino,0.33333333333333337
2098,pesante,pesante,heavy,ADJ,pesado,pesado,ADJ,pesante,pesado,pesante,0.5714285714285714
2099,morendo,morere,dying,VERB,muriendo,morir,VERB,morere,muriendo,morer,0.375
2100,gola,gola,throat,NOUN,garganta,garganta,NOUN,gola,garganta,gola,0.25
2102,giardino,giardino,garden,NOUN,jardín,jardín,NOUN,giardino,jardin,giardino,0.5
2103,titolo,titolo,title,NOUN,título,título,NOUN,titolo,titulo,titolo,0.6666666666666667
2108,ascolto,ascolgere,I listen,VERB,escucho,escuchar,VERB,ascolgere,escucho,ascolger,0.25
2111,passati,passato,past,VERB,pasado,pasado,ADJ,passato,pasado,passato,0.7142857142857143
2112,occupato,occupare,busy,VERB,ocupado,ocupado,ADJ,occupare,ocupado,occupar,0.5714285714285714
2114,fumo,fumo,smoke,NOUN,fumar,fumar,VERB,fumo,fumar,fumo,0.6
2115,felicità,felicità,happiness,NOUN,felicidad,felicidad,NOUN,felicita,felicidad,felicità,0.6666666666666667
2116,altezza,altezza,height,NOUN,altura,altura,NOUN,altezza,altura,altezza,0.5714285714285714
2121,governatore,governatore,governor,NOUN,gobernador,gobernador,NOUN,governatore,gobernador,governatore,0.7272727272727273
2128,nipote,nipote,Grandchild,NOUN,nieto,nieto,NOUN,nipote,nieto,nipote,0.5
2130,lascerò,Lascerò,I will leave,VERB,me iré,yo,PRON,Lascero,me ire,Lascerò,0.1428571428571429
2131,inghilterra,inghilterra,England,PROPN,inglaterra,inglaterra,PROPN,inghilterra,inglaterra,inghilterra,0.7272727272727273
2132,giuria,giuria,jury,NOUN,jurado,jurado,NOUN,giuria,jurado,giuria,0.16666666666666663
2140,chiamami,chiamami,Call me,VERB,llámame,llámame,PROPN,chiamami,llamame,chiamami,0.375
2152,sigaretta,sigarettare,cigarette,VERB,cigarrillo,cigarrillo,NOUN,sigarettare,cigarrillo,sigarettar,0.4
2153,orologio,orologio,clock,NOUN,reloj,reloj,NOUN,orologio,reloj,orologio,0.375
2156,giovanotto,giovanotto,young man,NOUN,hombre joven,hombre,NOUN,giovanotto,hombre joven,giovanotto,0.08333333333333337
2157,completo,completo,business suit,ADJ,traje de negocios,traje,NOUN,completo,traje de negocios,completo,0.11764705882352944
2159,termine,termine,term,NOUN,término,término,NOUN,termine,termino,termine,0.7142857142857143
2160,quarto,quarto,fourth,ADJ,cuatro,cuatro,NUM,quarto,cuatro,quarto,0.5
2163,articolo,articolo,item,NOUN,artículo,artículo,NOUN,articolo,articulo,articolo,0.75
2165,andiamocene,andiamocena,let&#39;s leave,ADV,vámonos,vámono,NOUN,andiamocena,vamonos,andiamocena,0.18181818181818177
2166,temporale,temporale,storm,ADJ,tormenta,tormenta,NOUN,temporale,tormenta,temporal,0.25
2168,sbagliata,sbagliato,wrong,VERB,equivocado,equivocado,ADJ,sbagliato,equivocado,sbagliato,0.19999999999999996
2173,finora,finora,until now,ADV,hasta ahora,hasta,ADP,finora,hasta ahora,finora,0.2727272727272727
2176,andrai,andrai,you will go,VERB,irás,irar,VERB,andrai,iras,andrai,0.16666666666666663
2177,affrontare,affrontare,face,VERB,rostro,rostro,NOUN,affrontare,rostro,afrontar,0.375
2183,ghiaccio,ghiaccio,ice,NOUN,hielo,hielo,NOUN,ghiaccio,hielo,ghiaccio,0.375
2185,fargli,farge,do it,ADJ,hazlo,hacer él,VERB,farge,hazlo,farge,0.19999999999999996
2186,capacità,capacità,capacity,NOUN,capacidad,capacidad,NOUN,capacita,capacidad,capacità,0.6666666666666667
2191,dissi,dissi,I said,VERB,dije,decir,VERB,dissi,dije,dissi,0.4
2193,dannato,dannare,damned,VERB,maldito,maldito,ADJ,dannare,maldito,dannar,0.1428571428571429
2194,chilometri,chilometro,kilometres,NOUN,kilómetros,kilómetro,NOUN,chilometro,kilometros,chilometro,0.6
2196,spiaggia,spiaggia,beach,NOUN,playa,playa,NOUN,spiaggia,playa,spiaggia,0.375
2197,sorriso,sorriso,smile,NOUN,sonrisa,sonrisa,NOUN,sorriso,sonrisa,sorriso,0.7142857142857143
2200,miglia,miglio,miles,NOUN,millas,milla,NOUN,miglio,millas,millio,0.6666666666666667
2201,mezzanotte,mezzanotte,midnight,NOUN,medianoche,medianoche,NOUN,mezzanotte,medianoche,mezzanotte,0.6
2203,dargli,dargli,give it,VERB,darle,dar él,VERB,dargli,darle,dargli,0.6666666666666667
2206,analisi,analisi,analyses,NOUN,analiza,analizar,VERB,analisi,analiza,analisi,0.7142857142857143
2208,telefonata,telefonata,phone call,NOUN,llamada telefónica,llamado,ADJ,telefonata,llamada telefonica,telefonata,0.38888888888888884
2210,strega,strega,witch,NOUN,bruja,bruja,NOUN,strega,bruja,strega,0.33333333333333337
2211,sieda,siedere,sit down,VERB,siéntate,siéntatir,VERB,siedere,sientate,sieder,0.25
2214,respiro,respiro,breath,NOUN,aliento,aliento,NOUN,respiro,aliento,respiro,0.1428571428571429
2216,volto,volgere,face,VERB,rostro,rostro,NOUN,volgere,rostro,volger,0.16666666666666663
2217,stomaco,stomacare,stomach,VERB,estómago,estómago,NOUN,stomacare,estomago,stomacar,0.375
2218,sottotitoli,sottotitole,subtitles,PROPN,subtítulos,subtítulo,NOUN,sottotitole,subtitulos,sottotitole,0.36363636363636365
2221,novità,novità,novelty,NOUN,novedad,novedad,NOUN,novita,novedad,novità,0.4285714285714286
2222,galera,galerare,jail,VERB,celda,celda,NOUN,galerare,celda,galerar,0.2857142857142857
2223,fonte,fonte,source,NOUN,fuente,fuente,NOUN,fonte,fuente,fonte,0.6666666666666667
2226,crimine,crimine,crime,NOUN,delito,delito,NOUN,crimine,delito,crimine,0.1428571428571429
2228,capita,capitare,it happens,VERB,sucede,suceder,VERB,capitare,sucede,capitar,0.0
2229,affascinante,affascinare,fascinating,VERB,fascinante,fascinante,ADJ,affascinare,fascinante,afascinar,0.6
2232,piaci,piacare,like you,VERB,como,como,SCONJ,piacare,como,piacar,0.0
2238,socio,socio,partner,NOUN,pareja,pareja,NOUN,socio,pareja,socio,0.0
2243,andartene,andartene,leave,VERB,dejar,dejar,VERB,andartene,dejar,andartene,0.2222222222222222
2244,testimone,testimone,witness,NOUN,testigo,testigo,NOUN,testimone,testigo,testimone,0.6666666666666667
2245,scherzi,scherzo,jokes,VERB,chistes,chiste,NOUN,scherzo,chistes,scherzo,0.1428571428571429
2248,piantala,piantala,Cut it out,VERB,cortalo,cortalo,NOUN,piantala,cortalo,piantala,0.375
2249,nonostante,nonostante,Despite,ADP,a pesar de,a,ADP,nonostante,a pesar de,nonostante,0.19999999999999996
2252,corrente,corrente,current,ADJ,actual,actual,ADJ,corrente,actual,corrente,0.0
2253,uova,uovo,egg,NOUN,huevo,huevo,NOUN,uovo,huevo,uovo,0.6
2255,spese,spesa,expenses,NOUN,gastos,gasto,NOUN,spesa,gastos,spesa,0.16666666666666663
2264,muovetevi,muovetevi,move,VERB,mover,mover,VERB,muovetevi,mover,muovetevi,0.4444444444444444
2270,pulito,pulito,clean,ADJ,limpio,limpio,ADJ,pulito,limpio,pulito,0.16666666666666663
2271,navetta,navetta,shuttle,NOUN,lanzadera,lanzadera,NOUN,navetta,lanzadera,navetta,0.33333333333333337
2274,scemo,sce,stupid,PROPN,estúpido,estúpido,ADJ,sce,estupido,sce,0.125
2275,rovinato,rovinare,ruined,VERB,arruinado,arruinado,ADJ,rovinare,arruinado,rovinar,0.4444444444444444
2277,lascialo,lascialo,leave him,VERB,abandonarlo,abandonar él,VERB,lascialo,abandonarlo,lascialo,0.36363636363636365
2279,dono,dono,gift,NOUN,regalo,regalo,NOUN,dono,regalo,dono,0.16666666666666663
2280,dirglielo,dirgliee,tell him,VERB,dile,dilar,VERB,dirgliee,dile,dirgliee,0.5
2282,ca,ca,approx,ADP,aprox,aprox,NOUN,ca,aprox,ca,0.0
2284,raggiungere,raggiungere,reach,VERB,alcanzar,alcanzar,VERB,raggiungere,alcanzar,raggiunger,0.30000000000000004
2285,polvere,polvere,dust,NOUN,polvo,polvo,NOUN,polvere,polvo,polver,0.6666666666666667
2286,perdita,perdita,loss,NOUN,pérdida,pérdida,NOUN,perdita,perdida,perdita,0.7142857142857143
2290,accusa,accusare,accusation,VERB,acusación,acusación,NOUN,accusare,acusacion,accusar,0.4444444444444444
2291,tasca,tasca,pocket,NOUN,bolsillo,bolsillo,NOUN,tasca,bolsillo,tasca,0.125
2292,taglio,taglio,cut,NOUN,cortar,cortar,VERB,taglio,cortar,taglio,0.0
2295,smetti,smetto,stop,VERB,detener,detener,VERB,smetto,detener,smetto,0.1428571428571429
2297,porterò,porteere,I will bring,VERB,traeré,traer,VERB,porteere,traere,porteer,0.2857142857142857
2299,marina,Marina,navy,NOUN,armada,armado,ADJ,Marina,armada,Marina,0.33333333333333337
2303,entrate,entrata,come in,VERB,adelante,adelante,ADV,entrata,adelante,entrata,0.25
2304,eccomi,eccomi,Here I am,AUX,aquí estoy,aquí,ADV,eccomi,aqui estoy,eccomi,0.09999999999999998
2305,doppio,doppio,double,ADJ,doble,doble,ADJ,doppio,doble,doppio,0.33333333333333337
2306,desideri,desidero,desires,VERB,deseos,deseo,NOUN,desidero,deseos,desidero,0.5
2309,tuttavia,tuttavia,However,ADV,sin embargo,sin,ADP,tuttavia,sin embargo,tuttavia,0.09090909090909094
2313,sentiamo,sentare,we feel,VERB,sentimos,sentir,VERB,sentare,sentimos,sentar,0.5
2315,pausa,pausa,break,NOUN,romper,romper,VERB,pausa,romper,pausa,0.0
2319,caduta,caduta,fall,NOUN,caer,caer,VERB,caduta,caer,caduta,0.33333333333333337
2322,abiti,abito,clothes,NOUN,ropa,ropa,NOUN,abito,ropa,abito,0.0
2324,faresti,farerre,would you do,VERB,harías,hariar,VERB,farerre,harias,farerre,0.2857142857142857
2327,auguri,augurio,congratulations,NOUN,felicidades,felicidad,NOUN,augurio,felicidades,augurio,0.09090909090909094
2328,tetto,tetto,roof,NOUN,techo,techo,PROPN,tetto,techo,tetto,0.6
2329,sveglio,sveglio,I wake,NOUN,me despierto,yo,PRON,sveglio,me despierto,svejo,0.25
2332,potenza,potenza,power,NOUN,fuerza,fuerza,NOUN,potenza,fuerza,potencia,0.25
2334,giá,giáe,Already,PRON,ya,ya,ADV,giae,ya,giáe,0.0
2340,puó,puó,can,AUX,poder,poder,AUX,puo,poder,puó,0.19999999999999996
2341,profumo,profumo,perfume,NOUN,perfume,perfume,NOUN,profumo,perfume,profumo,0.5714285714285714
2351,attività,attività,activity,NOUN,actividad,actividad,NOUN,attivita,actividad,attività,0.5555555555555556
2352,truppe,truppa,troops,NOUN,tropas,tropa,NOUN,truppa,tropas,truppa,0.5
2356,riposo,riposo,rest,NOUN,descansar,descansar,VERB,riposo,descansar,riposo,0.11111111111111116
2357,moito,moire,lots,VERB,lotes,lote,NOUN,moire,lotes,moir,0.19999999999999996
2359,esame,esame,examination,NOUN,examen,examen,NOUN,esame,examen,esame,0.6666666666666667
2364,autorità,autorità,authority,NOUN,autoridad,autoridad,NOUN,autorita,autoridad,autorità,0.6666666666666667
2367,uccello,uccello,bird,NOUN,pájaro,pájaro,ADJ,uccello,pajaro,uccello,0.1428571428571429
2372,germania,Germania,Germany,PROPN,alemania,alemania,PROPN,Germania,alemania,Germania,0.625
2374,fottuto,fottere,fucked,VERB,jodido,jodido,ADJ,fottere,jodido,fotter,0.16666666666666663
2375,becco,becco,beak,NOUN,pico,pico,NOUN,becco,pico,becco,0.4
2378,venerdì,venerdì,Friday,NOUN,viernes,viernes,NOUN,venerdi,viernes,venerdì,0.2857142857142857
2381,simpatico,simpatico,friendly,ADJ,amigable,amigable,ADJ,simpatico,amigable,simpatico,0.11111111111111116
2388,scendi,scendre,get off,NOUN,bajar,bajar,VERB,scendre,bajar,scendre,0.1428571428571429
2390,piatto,piatto,dish,NOUN,plato,plato,NOUN,piatto,plato,piatto,0.6666666666666667
2391,impazzito,impazzire,gone mad,VERB,volverse loco,volver él,VERB,impazzire,volverse loco,impazzir,0.0
2392,eravate,eravare,you were,VERB,estabas,estabas,AUX,eravare,estabas,eravar,0.4285714285714286
2393,dettagli,dettaglio,details,NOUN,detalles,detalle,NOUN,dettaglio,detalles,dettaglio,0.5555555555555556
2398,sciocco,sciocco,foolish,NOUN,necio,necio,PROPN,sciocco,necio,sciocco,0.2857142857142857
2399,qualità,qualità,quality,NOUN,calidad,calidad,NOUN,qualita,calidad,qualità,0.2857142857142857
2402,passeggiata,passeggiata,stroll,NOUN,paseo,paseo,NOUN,passeggiata,paseo,passeggiata,0.36363636363636365
2404,galassia,galassia,galaxy,NOUN,galaxia,galaxia,PROPN,galassia,galaxia,galassia,0.75
2405,carro,carro,wagon,NOUN,vagón,vagón,NOUN,carro,vagon,carro,0.19999999999999996
2408,tentato,tentare,attempted,VERB,intentó,intentar,VERB,tentare,intento,tentar,0.4285714285714286
2409,tavola,tavola,table,NOUN,mesa,mesa,NOUN,tavola,mesa,tavola,0.16666666666666663
2410,sporco,sporco,dirty,ADJ,sucio,sucio,ADJ,sporco,sucio,sporco,0.33333333333333337
2414,maiale,maiale,pig,ADJ,cerdo,cerdo,ADJ,maiale,cerdo,maial,0.0
2415,ferro,ferro,iron,NOUN,hierro,hierro,NOUN,ferro,hierro,ferro,0.6666666666666667
2417,dirtelo,dirtelo,tell you,VERB,decirte,decir tú,VERB,dirtelo,decirte,dirtelo,0.4285714285714286
2418,dimmelo,dimmee,tell me,VERB,dime,dimir,VERB,dimmee,dime,dimmee,0.6666666666666667
2420,cassetta,cassetta,cassette,NOUN,casete,casete,NOUN,cassetta,casete,cassetta,0.625
2421,assicuro,assicurare,I assure you,VERB,te lo aseguro,tú,PRON,assicurare,te lo aseguro,assicurar,0.15384615384615385
2422,assicurazione,assicurazione,insurance,NOUN,seguro,seguro,ADJ,assicurazione,seguro,assicuracion,0.33333333333333337
2426,piaccia,piacciare,like it,VERB,gusta,gustar,VERB,piacciare,gusta,piacciar,0.125
2427,ginocchio,ginocchio,knee,NOUN,rodilla,rodilla,NOUN,ginocchio,rodilla,ginocchio,0.11111111111111116
2428,fuga,fuga,leak,NOUN,filtración,filtración,NOUN,fuga,filtracion,fuga,0.19999999999999996
2430,commesso,commettere,clerk,VERB,oficinista,oficinista,NOUN,commettere,oficinista,commetter,0.0
2431,campione,campione,sample,NOUN,muestra,mostrar,VERB,campione,muestra,campion,0.0
2435,gliela,gliela,give it to him,ADV,dáselo a él,da él él,VERB,gliela,daselo a el,gliela,0.2727272727272727
2437,conoscete,conoscete,you know,VERB,sabes,saber,VERB,conoscete,sabes,conoscete,0.11111111111111116
2438,arrestato,arrestare,arrested,VERB,detenido,detenido,ADJ,arrestare,detenido,arrestar,0.125
2439,appartiene,appartenere,belongs,VERB,pertenece,pertenecer,VERB,appartenere,pertenece,appartener,0.5
2440,abbiate,abbiate,have,AUX,tener,tener,VERB,abbiate,tener,abbiate,0.0
2441,vorrai,vorere,you will,VERB,vas a,ir,VERB,vorere,vas a,vorer,0.19999999999999996
2443,vacanza,vacanza,vacation,NOUN,vacaciones,vacación,NOUN,vacanza,vacaciones,vacanza,0.5
2444,splendida,splendido,beautiful,ADJ,hermoso,hermoso,ADJ,splendido,hermoso,splendido,0.2222222222222222
2448,parco,parco,park,NOUN,parque,parque,NOUN,parco,parque,parco,0.5
2449,mestiere,mestiere,craft,NOUN,artesanía,artesanía,NOUN,mestiere,artesania,mestier,0.2222222222222222
2454,tolto,togliere,taken out,VERB,sacado,sacar,VERB,togliere,sacado,toglier,0.0
2456,ritornare,ritornare,return,VERB,devolver,devolver,VERB,ritornare,devolver,ritornar,0.25
2463,spagnolo,spagnolo,Spanish,ADJ,español,español,ADJ,spagnolo,espanol,spanolo,0.5714285714285714
2464,sopravvivere,sopravvivere,to survive,VERB,para sobrevivir,para,ADP,sopravvivere,para sobrevivir,sopraviver,0.4666666666666667
2476,lacrime,lacrima,tears,NOUN,lágrimas,lágrima,NOUN,lacrima,lagrimas,lacrima,0.625
2478,croce,croce,cross,NOUN,cruz,cruz,PROPN,croce,cruz,croce,0.4
2483,folla,folla,crowd,NOUN,multitud,multitud,NOUN,folla,multitud,folla,0.125
2484,eccoti,eccore,here you are,PROPN,aquí estás,aquí,ADV,eccore,aqui estas,eccore,0.09999999999999998
2486,diretto,dirigere,direct,VERB,directo,directo,ADJ,dirigere,directo,diriger,0.4285714285714286
2488,spari,spario,shooting,ADJ,tiroteo,tiroteo,NOUN,spario,tiroteo,spario,0.1428571428571429
2505,queiio,queiio,that one,ADJ,aquél,aquél,PRON,queiio,aquel,queiio,0.16666666666666663
2507,invito,invito,Invitation,NOUN,invitación,invitación,NOUN,invito,invitacion,invito,0.5
2511,venti,venti,winds,NUM,vientos,viento,NOUN,venti,vientos,venti,0.5714285714285714
2516,retta,retta,straight,NOUN,derecho,derecho,NOUN,retta,derecho,retta,0.2857142857142857
2517,reazione,reazione,reaction,NOUN,reacción,reacción,NOUN,reazione,reaccion,reacion,0.75
2518,puzza,puzzare,stink,VERB,hedor,hedor,NOUN,puzzare,hedor,puzzar,0.16666666666666663
2521,pratica,pratica,practice,NOUN,práctica,práctico,ADJ,pratica,practica,pratica,0.75
2523,foresta,foresta,forest,NOUN,bosque,bosque,PROPN,foresta,bosque,foresta,0.1428571428571429
2524,epoca,epoca,era,NOUN,era,ser,AUX,epoca,era,epoca,0.4
2527,volessi,volessi,I wanted,VERB,quise,querer,VERB,volessi,quise,volessi,0.1428571428571429
2531,spiacente,spiacente,impatient,ADJ,impaciente,impaciente,PROPN,spiacente,impaciente,spiacente,0.6
2533,quartiere,quartiere,quarter,NOUN,cuarto,cuarto,ADJ,quartiere,cuarto,quartier,0.5
2536,occhiali,occhialo,eyeglasses,VERB,los anteojos,el,DET,occhialo,los anteojos,occhialo,0.16666666666666663
2539,gliene,gliene,give it to him,AUX,dáselo a él,da él él,VERB,gliene,daselo a el,gliene,0.09090909090909094
2541,bugie,bugia,lies,NOUN,mentiras,mentira,NOUN,bugia,mentiras,bugia,0.25
2544,sessuale,sessuale,sexual,ADJ,sexual,sexual,ADJ,sessuale,sexual,sessual,0.7142857142857143
2545,riposare,riposare,rest,VERB,descansar,descansar,VERB,riposare,descansar,riposar,0.33333333333333337
2547,rapina,rapina,robbery,NOUN,robo,robo,NOUN,rapina,robo,rapina,0.16666666666666663
2552,specchio,specchio,mirror,NOUN,espejo,espejo,NOUN,specchio,espejo,specchio,0.375
2557,senatore,senatore,senator,NOUN,senador,senador,NOUN,senatore,senador,senatore,0.75
2560,mostra,mostrare,show,VERB,espectáculo,espectáculo,NOUN,mostrare,espectaculo,mostrar,0.09090909090909094
2561,malata,malato,sick,VERB,enfermo,enfermo,NOUN,malato,enfermo,malato,0.1428571428571429
2562,lancio,lancio,launch,NOUN,lanzamiento,lanzamiento,NOUN,lancio,lanzamiento,lancio,0.4545454545454546
2563,fiero,fiero,proud,ADJ,orgulloso,orgulloso,ADJ,fiero,orgulloso,fiero,0.11111111111111116
2567,corridoio,corridoio,hallway,NOUN,pasillo,pasillo,NOUN,corridoio,pasillo,corridoio,0.2222222222222222
2573,schermo,schermo,screen,NOUN,pantalla,pantalla,NOUN,schermo,pantalla,schermo,0.0
2575,invitato,invitare,guest,VERB,invitado,invitado,ADJ,invitare,invitado,invitar,0.75
2576,indiani,indiano,Indians,ADJ,indios,indio,NOUN,indiano,indios,indiano,0.5714285714285714
2578,cresciuto,crescere,grown up,VERB,creciendo,crecer,VERB,crescere,creciendo,crescer,0.4444444444444444
2579,complimenti,complimento,Well done,NOUN,bien hecho,bien,ADV,complimento,bien hecho,complimento,0.18181818181818177
2580,quanta,quanta,how much,DET,cuánto,cuánto,PRON,quanta,cuanto,quanta,0.5
2582,furbo,furbo,cunning,ADJ,astuto,astuto,ADJ,furbo,astuto,furbo,0.16666666666666663
2586,valigia,valigia,suitcase,NOUN,maleta,maleta,NOUN,valigia,maleta,valigia,0.4285714285714286
2587,teletrasporto,teletrasporto,teleportation,NOUN,teletransportación,teletransportación,NOUN,teletrasporto,teletransportacion,teletrasporto,0.6666666666666667
2588,rabbia,rabbia,anger,NOUN,enojo,enojo,NOUN,rabbia,enojo,rabbia,0.0
2591,moto,Moto,motorcycle,PROPN,motocicleta,motocicleta,NOUN,Moto,motocicleta,Moto,0.2727272727272727
2593,fido,fidere,trusty,NOUN,fiel,fiel,ADJ,fidere,fiel,fider,0.6
2594,bosco,Bosco,woods,PROPN,bosque,bosque,PROPN,Bosco,bosque,Bosco,0.33333333333333337
2595,uguali,uguale,the same,ADJ,lo mismo,él,PRON,uguale,lo mismo,ugual,0.0
2596,taglia,tagliare,cut,VERB,cortar,cortar,VERB,tagliare,cortar,tagliar,0.2857142857142857
2599,poesia,poesiare,poetry,VERB,poesía,poesía,NOUN,poesiare,poesia,poesiar,0.7142857142857143
2605,infermiera,infermiera,nurse,ADJ,enfermero,enfermero,NOUN,infermiera,enfermero,infermiera,0.7
2606,fuggire,fuggire,run away,VERB,huir,huir,VERB,fuggire,huir,fuggir,0.5
2611,solamente,solamente,only,ADV,solo,solo,ADV,solamente,solo,solamente,0.33333333333333337
2614,pari,pari,even,ADJ,incluso,incluso,ADV,pari,incluso,pari,0.0
2616,giornalista,giornalista,journalist,NOUN,periodista,periodista,NOUN,giornalista,periodista,giornalista,0.4545454545454546
2619,commissione,commissione,commission,NOUN,comisión,comisión,NOUN,commissione,comision,commission,0.7
2623,volentieri,volentieri,I&#39;d love that,ADV,amaría eso,amar,VERB,volentieri,amaria eso,volentieri,0.09999999999999998
2629,pugno,pugno,fist,NOUN,puño,puño,NOUN,pugno,puno,puno,0.75
2631,piacevole,piacevole,pleasant,ADJ,agradable,agradable,ADJ,piacevole,agradable,piacevole,0.2222222222222222
2636,centinaia,centinaio,hundreds,NOUN,cientos,ciento,NUM,centinaio,cientos,centinaio,0.33333333333333337
2639,verrò,vearr,I&#39;ll come,NOUN,vendré,venir,VERB,vearr,vendre,vearr,0.5
2640,troverai,trovere,you will find,VERB,encontrará,encontrar,VERB,trovere,encontrara,trover,0.19999999999999996
2642,proprietà,proprietà,property,NOUN,propiedad,propiedad,NOUN,proprieta,propiedad,proprietà,0.5555555555555556
2643,perdonami,perdoname,Excuse me,ADJ,disculpe,disculpe,VERB,perdoname,disculpe,perdoname,0.11111111111111116
2644,partenza,partenza,departure,NOUN,partida,partido,ADJ,partenza,partida,partencia,0.5555555555555556
2648,giapponese,giapponese,Japanese,ADJ,japonés,japonés,ADJ,giapponese,japones,giapponese,0.5
2649,ebreo,ebreo,Jew,ADJ,judío,judío,ADJ,ebreo,judio,ebreo,0.19999999999999996
2650,dirmelo,dirmee,tell me,NOUN,dime,dimir,VERB,dirmee,dime,dirmee,0.6666666666666667
2653,vantaggio,vantaggio,advantage,NOUN,ventaja,ventaja,NOUN,vantaggio,ventaja,vantaggio,0.4444444444444444
2657,reparto,reparto,Department,NOUN,departamento,departamento,NOUN,reparto,departamento,reparto,0.5
2663,tentativo,tentativo,attempt,NOUN,intentar,intentar,VERB,tentativo,intentar,tentativo,0.33333333333333337
2665,racconto,raccongere,tale,VERB,cuento,cuento,PROPN,raccongere,cuento,racconger,0.2222222222222222
2671,oggetto,oggetto,object,NOUN,objeto,objeto,NOUN,oggetto,objeto,oggetto,0.5714285714285714
2674,grandioso,grandioso,great,ADJ,excelente,excelente,ADJ,grandioso,excelente,grandioso,0.0
2678,bugiardo,bugiardo,liar,NOUN,mentiroso,mentiroso,ADJ,bugiardo,mentiroso,bugiardo,0.2222222222222222
2679,buffo,buffo,funny,ADJ,divertido,divertido,ADJ,buffo,divertido,bufo,0.11111111111111116
2681,accomodi,accomodare,take a seat,VERB,toma asiento,tomar,VERB,accomodare,toma asiento,accomodar,0.08333333333333337
2684,stupendo,stupere,stupendous,VERB,estupendo,estupendo,ADJ,stupere,estupendo,stuper,0.5555555555555556
2687,regista,regista,director,NOUN,director,director,NOUN,regista,director,regista,0.125
2688,raccontato,raccontare,told,VERB,dijo,decir,VERB,raccontare,dijo,raccontar,0.11111111111111116
2690,mucchio,mucchio,pile,NOUN,montón,montón,ADV,mucchio,monton,mucchio,0.1428571428571429
2691,maledetta,maledetto,damn,VERB,maldición,maldición,NOUN,maledetto,maldicion,maledetto,0.33333333333333337
2694,imperatore,imperatore,emperor,NOUN,emperador,emperador,NOUN,imperatore,emperador,imperatore,0.7
2711,cellulare,cellulare,mobile phone,ADJ,teléfono móvil,teléfono,NOUN,cellulare,telefono movil,cellular,0.1428571428571429
2713,uscite,uscita,go out,NOUN,salir,salir,VERB,uscita,salir,uscita,0.16666666666666663
2714,tradito,tradire,betrayed,VERB,traicionado,traicionado,ADJ,tradire,traicionado,tradir,0.36363636363636365
2717,ricerche,ricerca,research,NOUN,investigación,investigación,NOUN,ricerca,investigacion,ricerca,0.15384615384615385
2719,pubblicità,pubblicità,advertising,NOUN,publicidad,publicidad,NOUN,pubblicita,publicidad,pubblicità,0.6
2720,prenderò,prendare,I will take,VERB,voy a tomar,ir,AUX,prendare,voy a tomar,prendar,0.18181818181818177
2726,labbra,labbro,lip,NOUN,labio,labio,NOUN,labbro,labio,labbro,0.6666666666666667
2727,fatemi,fatemi,make me,VERB,hazme,hazme,VERB,fatemi,hazme,fatemi,0.33333333333333337
2732,barone,Barone,baron,PROPN,barón,barón,NOUN,Barone,baron,Barone,0.5
2734,trovate,trovato,found,VERB,encontró,encontrar,VERB,trovato,encontro,trovato,0.125
2737,sigra,sige,Mrs,VERB,señora,señora,NOUN,sige,senora,sige,0.16666666666666663
2741,maschio,maschio,male,NOUN,masculino,masculino,ADJ,maschio,masculino,maschio,0.6666666666666667
2744,fossimo,fossimo,we were,AUX,éramos,ser,AUX,fossimo,eramos,fossimo,0.1428571428571429
2745,chili,chilo,kilos,NOUN,kilos,kilo,NOUN,chilo,kilos,chilo,0.4
2747,assieme,assieme,together,ADV,juntos,junto,ADJ,assieme,juntos,assieme,0.0
2751,sopporto,soppriro,I tolerate,PROPN,tolero,tolero,VERB,soppriro,tolero,soppriro,0.375
2752,sognato,sognare,dreamed,VERB,soñado,soñado,ADJ,sognare,sonado,sonar,0.5
2759,lunedì,lunedì,Monday,NOUN,lunes,lunes,NOUN,lunedi,lunes,lunedì,0.6666666666666667
2760,frattempo,frattempo,in the meantime,NOUN,mientras tanto,mientras,CCONJ,frattempo,mientras tanto,frattempo,0.2857142857142857
