rango,parola,lemma,inglese,pos,spagnolo,lemma_es,pos_es,match_type,score
1328,rende,rendere,makes,VERB,marcas,marca,NOUN,wordnet,0.2941176470588235
2166,temporale,temporale,storm,ADJ,tormenta,tormenta,NOUN,wordnet,0.2941176470588235
2831,rivista,rivedere,magazine,VERB,revista,revista,NOUN,wordnet,0.2941176470588235
148,volta,volta,time,NOUN,tiempo,tiempo,NOUN,wordnet,0.2857142857142857
154,dopo,dopo,After,ADV,después,después,ADV,levenshtein,0.2857142857142857
159,giorno,giorno,day,NOUN,día,día,NOUN,wordnet,0.2857142857142857
183,bisogno,bisogno,need,NOUN,necesidad,necesidad,NOUN,wordnet,0.2857142857142857
202,qualche,qualche,some,DET,alguno,alguno,PRON,wordnet,0.2857142857142857
263,paura,paura,fear,NOUN,miedo,miedo,NOUN,wordnet,0.2857142857142857
270,senti,sentire,you hear,VERB,ya oyes,ya,ADV,wordnet,0.2857142857142857
288,ragazzi,ragazzo,Boys,NOUN,niños,niño,NOUN,wordnet,0.2857142857142857
381,capo,capo,boss,NOUN,jefe,jefe,NOUN,wordnet,0.2857142857142857
399,bambino,bambino,child,NOUN,niño,niño,NOUN,levenshtein,0.2857142857142857
508,messo,mettere,put in order,VERB,ordenar,ordenar,VERB,wordnet,0.2857142857142857
582,genere,genere,type ,NOUN,tipo,tipo,NOUN,wordnet,0.2857142857142857
642,ragazze,ragazza,girls,NOUN,chicas,chica,NOUN,wordnet,0.2857142857142857
670,squadra,squadra,squad,NOUN,equipo,equipo,NOUN,levenshtein,0.2857142857142857
716,pazzo,pazzo,crazy,ADJ,loco,loco,ADJ,wordnet,0.2857142857142857
723,avevi,avevi,you had,VERB,tenías,tener,VERB,wordnet,0.2857142857142857
882,partita,partita,match,NOUN,fósforo,fósforo,NOUN,wordnet,0.2857142857142857
890,domande,domanda,requests,NOUN,solicitudes,solicitud,NOUN,wordnet,0.2857142857142857
895,solito,solito,usual,ADJ,habitual,habitual,ADJ,wordnet,0.2857142857142857
942,natale,Natale,Christmas,PROPN,navidad,navidad,PROPN,levenshtein,0.2857142857142857
980,lettera,lettera,letter,NOUN,carta,carta,NOUN,levenshtein,0.2857142857142857
1055,apri,aprire,open,VERB,abierto,abierto,ADJ,levenshtein,0.2857142857142857
1100,razza,razza,race,NOUN,carrera,carrera,NOUN,levenshtein,0.2857142857142857
1121,sposato,sposare,married,VERB,casado,casado,ADJ,wordnet,0.2857142857142857
1178,ritorno,ritorno,return,NOUN,devolver,devolver,VERB,wordnet,0.2857142857142857
1268,cattivo,cattivo,bad,ADJ,malo,malo,ADJ,levenshtein,0.2857142857142857
1274,birra,birra,beer,NOUN,cerveza,cerveza,NOUN,levenshtein,0.2857142857142857
1299,latte,latta,milk,NOUN,leche,leche,NOUN,wordnet,0.2857142857142857
1454,stanco,stanco,tired,ADJ,cansado,cansado,ADJ,levenshtein,0.2857142857142857
1468,matto,matto,crazy,NOUN,loco,loco,ADJ,wordnet,0.2857142857142857
1479,lavori,lavoro,jobs,NOUN,empleos,empleo,NOUN,wordnet,0.2857142857142857
1649,sguardo,sguardo,gaze,NOUN,mirada,mirada,NOUN,levenshtein,0.2857142857142857
1729,scorsa,scorso,last,ADJ,último,último,ADJ,wordnet,0.2857142857142857
1780,pioggia,pioggia,rain,NOUN,lluvia,lluvia,NOUN,levenshtein,0.2857142857142857
1801,farcela,farcee,make it,PROPN,hacerlo,hacer él,VERB,levenshtein,0.2857142857142857
1859,torta,torgere,cake,ADJ,pastel,pastel,NOUN,wordnet,0.2857142857142857
1916,abito,abitare,suit,VERB,traje,traje,NOUN,wordnet,0.2857142857142857
1923,tracce,traccia,traces,NOUN,rastros,rastro,NOUN,wordnet,0.2857142857142857
1942,potevi,potevi,you could,AUX,podrías,podriar,AUX,levenshtein,0.2857142857142857
2003,arresto,arresto,arrest,NOUN,detención,detención,NOUN,wordnet,0.2857142857142857
2022,inoltre,inoltre,Furthermore,ADV,además,además,ADV,wordnet,0.2857142857142857
2056,mosca,mosca,fly,NOUN,volar,volar,VERB,wordnet,0.2857142857142857
2216,volto,volgere,face,VERB,rostro,rostro,NOUN,wordnet,0.2857142857142857
2222,galera,galerare,jail,VERB,celda,celda,NOUN,levenshtein,0.2857142857142857
2245,scherzi,scherzo,jokes,VERB,chistes,chiste,NOUN,wordnet,0.2857142857142857
2313,sentiamo,sentare,we hear,VERB,escuchamos,escuchar,VERB,wordnet,0.2857142857142857
2340,puó,puó,can,AUX,poder,poder,AUX,wordnet,0.2857142857142857
2378,venerdì,venerdì,Friday,NOUN,viernes,viernes,NOUN,levenshtein,0.2857142857142857
2398,sciocco,sciocco,foolish,NOUN,necio,necio,PROPN,levenshtein,0.2857142857142857
2518,puzza,puzzare,stink,VERB,hedor,hedor,NOUN,wordnet,0.2857142857142857
2760,frattempo,frattempo,meanwhile,NOUN,mientras tanto,mientras,CCONJ,levenshtein,0.2857142857142857
2967,vogiio,vogiioo,I want,ADJ,quiero,querer,VERB,levenshtein,0.2857142857142857
3090,dovessi,dovessi,I had to,AUX,tuve que,tener,VERB,wordnet,0.2857142857142857
3178,stronza,Stronza,bitch,PROPN,perra,perra,NOUN,levenshtein,0.2857142857142857
3252,assegno,assegno,check,NOUN,controlar,controlar,VERB,wordnet,0.2857142857142857
3299,adatto,adatto,suited,ADJ,traje,traje,NOUN,wordnet,0.2857142857142857
3300,vicenda,vicenda,story,NOUN,historia,historia,NOUN,wordnet,0.2857142857142857
3375,giovedì,giovedì,Thursday,NOUN,jueves,jueves,NOUN,levenshtein,0.2857142857142857
3453,saggio,saggio,wise,NOUN,inteligente,inteligente,ADJ,wordnet,0.2857142857142857
3489,accorto,accriro,aware,PROPN,consciente,consciente,ADJ,wordnet,0.2857142857142857
3561,avverto,avvertare,I warn you,VERB,te lo advierto,tú,PRON,levenshtein,0.2857142857142857
3593,chiusi,chiuso,closed,VERB,cerrado,cerrado,ADJ,levenshtein,0.2857142857142857
3842,rifiuto,rifiuto,rejection,NOUN,rechazo,rechazo,NOUN,levenshtein,0.2857142857142857
3862,custode,custode,guardian,NOUN,guardián,guardián,PROPN,wordnet,0.2857142857142857
3923,brusio,Brusio,buzz,PROPN,zumbido,zumbido,NOUN,levenshtein,0.2857142857142857
4056,preside,Preside,principal,PROPN,principal,principal,ADJ,wordnet,0.2857142857142857
4128,eva,eva,Eve,PROPN,víspera,víspera,NOUN,levenshtein,0.2857142857142857
4227,rimarrà,rimarrà,will remain,VERB,permanecerá,permanecer,VERB,wordnet,0.2857142857142857
4356,pugnale,pugnale,dagger,NOUN,daga,daga,NOUN,wordnet,0.2857142857142857
4413,ammazza,ammazza,kill,VERB,matar,matar,VERB,levenshtein,0.2857142857142857
4474,piove,piovere,rains,VERB,lluvias,lluvia,NOUN,wordnet,0.2857142857142857
4694,ringraziamento,ringraziamento,thanksgiving,NOUN,acción de gracias,acción,NOUN,wordnet,0.2857142857142857
4751,fottuta,fottuto,fucked up,VERB,jodido,jodido,ADJ,levenshtein,0.2857142857142857
4828,sareste,sareste,you would be,AUX,serías,serías,AUX,levenshtein,0.2857142857142857
4931,leva,leva,lever,NOUN,palanca,palanca,NOUN,levenshtein,0.2857142857142857
1568,ringrazio,ringraziare,I thank you,VERB,te doy las gracias,tú,PRON,levenshtein,0.2777777777777778
299,capito,capire,Understood,VERB,comprendido,comprendido,ADJ,levenshtein,0.2727272727272727
428,indietro,indietro,backwards,ADV,hacia atrás,hacia,ADP,levenshtein,0.2727272727272727
963,interessa,interessare,it&#39;s of interest,VERB,es de interés,ser,AUX,wordnet,0.2727272727272727
1058,destra,destra,right,ADJ,bien,bien,ADV,wordnet,0.2727272727272727
1080,affatto,affatto,at all,ADV,en absoluto,en,ADP,levenshtein,0.2727272727272727
1202,temo,temere,I&#39;m afraid,VERB,me temo que,yo,PRON,levenshtein,0.2727272727272727
1354,padrone,padrone,master,NOUN,maestro,maestro,NOUN,wordnet,0.2727272727272727
1541,fiducia,fiducia,trust,NOUN,confianza,confianza,NOUN,wordnet,0.2727272727272727
1928,neppure,neppure,not even,ADV,ni siquiera,ni,CCONJ,levenshtein,0.2727272727272727
2173,finora,finora,until now,ADV,hasta ahora,hasta,ADP,levenshtein,0.2727272727272727
2255,spese,spesa,expenses,NOUN,gastos,gasto,NOUN,wordnet,0.2727272727272727
2435,gliela,gliela,give it to him,ADV,dáselo a él,da él él,VERB,levenshtein,0.2727272727272727
2591,moto,Moto,motorcycle,PROPN,motocicleta,motocicleta,NOUN,levenshtein,0.2727272727272727
2937,procuratore,procuratore,attorney,NOUN,abogado,abogado,NOUN,levenshtein,0.2727272727272727
3688,iavoro,iavoro,work,NOUN,trabajar,trabajar,VERB,wordnet,0.2727272727272727
3876,quassù,quassù,up here,ADV,aquí arriba,aquí,ADV,levenshtein,0.2727272727272727
4195,realmente,realmente,really,ADV,en realidad,en,ADP,levenshtein,0.2727272727272727
4548,gestire,gestire,manage,VERB,administrar,administrar,VERB,levenshtein,0.2727272727272727
4885,fulmine,fulmine,lightning,NOUN,iluminación,iluminación,NOUN,levenshtein,0.2727272727272727
4271,dopotutto,dopotutto,after all,ADV,después de todo,después,ADV,levenshtein,0.2666666666666667
6,la,il,there,DET,allá,allá,ADV,levenshtein,0.25
13,mi,mi,me,PRON,a mí,a,ADP,levenshtein,0.25
144,li,li,there,PRON,allá,allá,ADV,levenshtein,0.25
215,lì,lì,there,ADV,allá,allá,ADV,levenshtein,0.25
241,subito,subito,right away,ADV,de inmediato,de,ADP,levenshtein,0.25
318,là,là,there,ADV,allá,allá,ADV,levenshtein,0.25
436,ucciso,uccidere,killed,VERB,delicado,delicado,ADJ,wordnet,0.25
484,lascia,lasciare,leaves,VERB,hojas,hoja,NOUN,wordnet,0.25
548,ieri,ieri,Yesterday,ADV,ayer,ayer,ADV,levenshtein,0.25
570,dovresti,dovresti,you should,AUX,debería,deber,AUX,levenshtein,0.25
645,tieni,tieni,keep,VERB,mantener,mantener,VERB,levenshtein,0.25
655,voglia,voglia,wants,NOUN,quiere,querer,VERB,wordnet,0.25
738,smettila,Smettila,stop it,PROPN,basta,bastar,VERB,levenshtein,0.25
811,farai,farai,you will do,VERB,lo harás,él,PRON,levenshtein,0.25
837,spesso,spesso,Often,ADV,a menudo,a,ADP,levenshtein,0.25
893,genitori,genitore,parents,NOUN,padres,padre,NOUN,wordnet,0.25
926,chiunque,chiunque,whoever,PRON,quien,quien,PRON,levenshtein,0.25
960,entrambi,entrambi,both,PRON,ambos,ambos,NUM,levenshtein,0.25
972,occhiata,occhiato,look,VERB,mirar,mirar,VERB,wordnet,0.25
1005,idiota,idiota,idiot,ADJ,estúpido,estúpido,ADJ,wordnet,0.25
1009,pranzo,pranzo,lunch,NOUN,almuerzo,almuerzo,NOUN,levenshtein,0.25
1054,siediti,siedire,sit down,VERB,sentarse,sentar él,VERB,levenshtein,0.25
1108,scusami,scusami,Excuse me,VERB,disculpe,disculpe,VERB,levenshtein,0.25
1112,saresti,sarestio,you would be,PRON,serías,serías,AUX,levenshtein,0.25
1186,piangere,piangere,cry,VERB,llorar,llorar,VERB,wordnet,0.25
1189,prue,prue,bows,NOUN,arcos,arco,NOUN,wordnet,0.25
1240,età,età,age,NOUN,edad,edad,NOUN,levenshtein,0.25
1267,figliolo,figliolo,son,NOUN,hijo,hijo,NOUN,levenshtein,0.25
1276,blu,blu,blue,ADJ,azul,azul,ADJ,levenshtein,0.25
1284,giornale,giornale,newspaper,NOUN,periódico,periódico,NOUN,wordnet,0.25
1293,riguardo,riguardo,regard,NOUN,respecto,respecto,NOUN,levenshtein,0.25
1320,finestra,finestra,window,NOUN,ventana,ventana,NOUN,levenshtein,0.25
1461,sceriffo,sceriffo,sheriff,NOUN,alguacil,alguacil,NOUN,wordnet,0.25
1478,pò,pò,bit,ADV,poco,poco,ADV,levenshtein,0.25
1536,bè,bè,well,ADV,bueno,bueno,ADJ,wordnet,0.25
1537,ascolti,ascolto,listen,NOUN,escuchar,escuchar,VERB,levenshtein,0.25
1741,sveglia,svegliare,wakes up,VERB,se despierta,él,PRON,levenshtein,0.25
1849,mrs,mrs,Mrs.,AUX,señora.,señora,NOUN,wordnet,0.25
1883,giacca,giacca,jacket,NOUN,chaqueta,chaqueta,NOUN,levenshtein,0.25
1976,stavolta,stavolta,this time,ADV,esta vez,este,DET,levenshtein,0.25
1985,portami,portamio,take me,ADJ,llévame,llévame,VERB,levenshtein,0.25
2046,fattoria,fattoria,farm,NOUN,granja,granja,NOUN,wordnet,0.25
2061,premio,premio,award,NOUN,otorgar,otorgar,VERB,wordnet,0.25
2100,gola,gola,throat,NOUN,garganta,garganta,NOUN,levenshtein,0.25
2150,monsieur,monsieur,sir,NOUN,señor,señor,NOUN,levenshtein,0.25
2185,fargli,farge,do it to him,ADJ,hazlo con él,hacer él,VERB,wordnet,0.25
2211,sieda,siedere,sit down,VERB,sentarse,sentar él,VERB,levenshtein,0.25
2280,dirglielo,dirgliee,tell him,VERB,díselo,díselo,VERB,levenshtein,0.25
2295,smetti,smetto,stop,VERB,detener,detener,VERB,wordnet,0.25
2329,sveglio,sveglio,I wake,NOUN,me despierto,yo,PRON,levenshtein,0.25
2428,fuga,fuga,leak,NOUN,filtración,filtración,NOUN,wordnet,0.25
2440,abbiate,abbiate,you have,AUX,tienes,tener,VERB,wordnet,0.25
2737,sigra,sige,Mrs.,VERB,señora.,señora,NOUN,wordnet,0.25
2864,mancanza,mancanza,lack,NOUN,falta,faltar,VERB,levenshtein,0.25
2924,dovreste,dovreste,you should,AUX,debería,deber,AUX,levenshtein,0.25
2935,rischiare,rischiare,risk,VERB,riesgo,riesgo,NOUN,levenshtein,0.25
2942,farete,farere,you will do,VERB,lo harás,él,PRON,levenshtein,0.25
3015,abbi,abbi,have,VERB,tener,tener,VERB,wordnet,0.25
3047,cassa,cassa,earnings,NOUN,ganancias,ganancia,NOUN,wordnet,0.25
3048,affitto,affitre,rent,ADJ,alquilar,alquilar,VERB,levenshtein,0.25
3070,dicevi,dicevi,you were saying,VERB,estabas diciendo,estabar,AUX,levenshtein,0.25
3121,piazza,piazza,square,NOUN,cuadrado,cuadrado,NOUN,levenshtein,0.25
3128,giovanni,giovanni,John,PROPN,john,john,PROPN,levenshtein,0.25
3153,cercherò,cercherò,I will try,VERB,intentaré,intentar,VERB,wordnet,0.25
3159,romanzo,romanzo,novel,NOUN,novedoso,novedoso,ADJ,levenshtein,0.25
3219,zucchero,zucchero,sugar,NOUN,azúcar,azúcar,NOUN,levenshtein,0.25
3309,richiamo,richiamo,recall,NOUN,recordar,recordar,VERB,levenshtein,0.25
3334,prendilo,prendilo,take it,VERB,tómalo,tómalo,VERB,levenshtein,0.25
3361,bruciato,bruciare,burned,VERB,quemado,quemado,ADJ,wordnet,0.25
3366,scomparsa,scomparsa,disappearance,NOUN,desaparición,desaparición,NOUN,levenshtein,0.25
3397,mangi,mangare,you eat,ADJ,comes,comer,VERB,wordnet,0.25
3408,ucciderà,uccidare,will kill,VERB,matará,matar,VERB,wordnet,0.25
3526,quaicosa,quaicosa,something,ADJ,algo,algo,PRON,levenshtein,0.25
3536,contanti,contante,cash,NOUN,dinero,dinero,NOUN,wordnet,0.25
3598,baci,baco,you kiss,NOUN,besas,besar,VERB,wordnet,0.25
3627,ross,Ross,red,PROPN,rojo,rojo,NOUN,levenshtein,0.25
3636,incendio,incendio,fire,NOUN,fuego,fuego,NOUN,levenshtein,0.25
3668,coperto,coprire,covered,VERB,cubierto,cubierto,ADJ,levenshtein,0.25
3760,talmente,talmente,so,ADV,entonces,entonces,ADV,wordnet,0.25
3784,blocco,Blocco,block,PROPN,bloquear,bloquear,VERB,levenshtein,0.25
3794,smettetela,smettetelare,stop it,VERB,basta,bastar,VERB,wordnet,0.25
3819,impegnato,impegnare,engaged,VERB,comprometido,comprometido,ADJ,levenshtein,0.25
3843,ricominciare,ricominciare,start again,VERB,volver a empezar,volver,VERB,wordnet,0.25
3869,stretta,stretto,tight,ADJ,ajustado,ajustado,ADJ,levenshtein,0.25
3896,attraversare,attraversare,cross ,VERB,cruz,cruz,PROPN,wordnet,0.25
3912,leri,lero,yesterday,VERB,ayer,ayer,ADV,levenshtein,0.25
3935,ricompensa,ricompensare,reward,VERB,premio,premio,PROPN,wordnet,0.25
3949,cia,cia,Hi,PROPN,hola,hola,PROPN,levenshtein,0.25
4034,gomma,gomma,eraser,NOUN,borrador,borrador,NOUN,levenshtein,0.25
4080,spetta,spettare,it&#39;s up to you,VERB,decides,decidir,VERB,wordnet,0.25
4116,pazzesco,pazzesco,crazy,ADJ,loco,loco,ADJ,levenshtein,0.25
4117,patente,patente,license,NOUN,licencia,licencia,NOUN,levenshtein,0.25
4241,diamine,diamine,damn,VERB,maldición,maldición,NOUN,wordnet,0.25
4341,bada,bada,take care,PROPN,cuidarse,cuidar él,VERB,levenshtein,0.25
4381,sfortuna,sfortuna,bad luck,NOUN,mala suerte,malo,ADJ,wordnet,0.25
4424,rivolta,rivolgere,revolt,VERB,revuelta,revuelta,NOUN,levenshtein,0.25
4435,imputato,imputare,defendant,VERB,acusado,acusado,ADJ,wordnet,0.25
4498,sedetevi,sedetevi,sit down,NOUN,sentarse,sentar él,VERB,levenshtein,0.25
4500,scordato,scordare,forgotten,VERB,olvidado,olvidado,ADJ,levenshtein,0.25
4530,vergogno,vergogno,shame,VERB,lástima,lástima,NOUN,wordnet,0.25
4534,picchiato,picchiare,beaten,VERB,vencido,vencido,ADJ,levenshtein,0.25
4547,giunto,giungere,joint,VERB,articulación,articulación,NOUN,wordnet,0.25
4631,ciascuno,ciascuno,each,PRON,cada,cada,DET,levenshtein,0.25
4651,noioso,noioso,boring,ADJ,aburrido,aburrido,ADJ,wordnet,0.25
4696,portala,portalare,bring it,VERB,tráelo,tráelo,VERB,levenshtein,0.25
4707,fagli,faglio,do it to him,ADV,hazlo con él,hacer él,VERB,levenshtein,0.25
4740,malvagio,malvagio,evil,ADJ,demonio,demonio,NOUN,levenshtein,0.25
4755,fatevi,fatevi,do it,VERB,hazlo,hacer él,VERB,wordnet,0.25
4767,assalto,assalto,assault,NOUN,agresión,agresión,NOUN,wordnet,0.25
4777,spingi,spingire,push,VERB,empujar,empujar,VERB,wordnet,0.25
4815,unghie,unghia,nails,NOUN,clavos,clavo,NOUN,wordnet,0.25
4888,fata,fato,fairy,NOUN,hada,hada,NOUN,levenshtein,0.25
4929,nascosti,nascosti,hidden,VERB,oculto,oculto,ADJ,levenshtein,0.25
2623,volentieri,volentieri,I&#39;d love that,ADV,me encantaría eso,yo,PRON,levenshtein,0.23529411764705888
4004,muoio,muoio,I&#39;m dying,VERB,me estoy muriendo,yo,PRON,levenshtein,0.23529411764705888
4860,scommessa,scommessa,wager,NOUN,apostar,apostar,VERB,wordnet,0.23529411764705888
3789,altrove,altrove,elsewhere,ADV,en otra parte,en,ADP,levenshtein,0.23076923076923073
4000,pazzia,pazzia,madness,NOUN,locura,locura,NOUN,wordnet,0.23076923076923073
4274,cesso,cesso,toilet,NOUN,baño,baño,NOUN,wordnet,0.23076923076923073
4839,giudicare,giudicare,judge,VERB,juez,juez,NOUN,wordnet,0.23076923076923073
138,visto,vedere,view,VERB,vista,vista,NOUN,wordnet,0.2222222222222222
174,ogni,ogni,Everything is fine,DET,todo está bien,todo,PRON,wordnet,0.2222222222222222
402,fratello,fratello,Brother,NOUN,hermano,hermano,NOUN,wordnet,0.2222222222222222
603,signorina,signorina,Miss,NOUN,extrañar,extrañar,VERB,wordnet,0.2222222222222222
607,bisogna,bisognare,must,VERB,debe,deber,AUX,wordnet,0.2222222222222222
840,piuttosto,piuttosto,rather,ADV,bastante,bastante,ADV,levenshtein,0.2222222222222222
988,sinistra,sinistra,left,NOUN,izquierda,izquierdo,ADJ,levenshtein,0.2222222222222222
1230,carta,carta,paper,NOUN,papel,papel,NOUN,wordnet,0.2222222222222222
1248,fiume,Fiume,river,PROPN,río,río,NOUN,wordnet,0.2222222222222222
1369,ricerca,ricercare,research,VERB,investigación,investigación,NOUN,wordnet,0.2222222222222222
1382,colazione,colazione,breakfast,NOUN,desayuno,desayuno,NOUN,wordnet,0.2222222222222222
1546,urla,urla,screams,NOUN,carcajadas,carcajada,NOUN,wordnet,0.2222222222222222
1574,portata,portata,flow rate,NOUN,caudal,caudal,NOUN,wordnet,0.2222222222222222
1783,desidera,desiderare,he wishes,VERB,él desea,él,PRON,levenshtein,0.2222222222222222
1999,scusatemi,scusatemi,excuse me,VERB,disculpe,disculpe,VERB,levenshtein,0.2222222222222222
2013,malattia,malattia,illness,NOUN,enfermedad,enfermedad,NOUN,wordnet,0.2222222222222222
2018,tribunale,tribunale,court,NOUN,corte,corte,NOUN,wordnet,0.2222222222222222
2449,mestiere,mestiere,craft,NOUN,artesanía,artesanía,NOUN,levenshtein,0.2222222222222222
2527,volessi,volessi,I wanted to,VERB,quería,querer,VERB,wordnet,0.2222222222222222
2665,racconto,raccongere,tale,VERB,cuento,cuento,PROPN,levenshtein,0.2222222222222222
2678,bugiardo,bugiardo,liar,NOUN,mentiroso,mentiroso,ADJ,levenshtein,0.2222222222222222
2711,cellulare,cellulare,mobile phone,ADJ,teléfono móvil,teléfono,NOUN,wordnet,0.2222222222222222
2832,ripeto,ripetere,I repeat,VERB,lo repito,él,PRON,levenshtein,0.2222222222222222
2858,attorno,attorno,around,ADV,alrededor,alrededor,ADV,levenshtein,0.2222222222222222
3041,marcia,marcia,gear,NOUN,engranaje,engranaje,NOUN,levenshtein,0.2222222222222222
3234,carattere,carattere,character,NOUN,personaje,personaje,NOUN,wordnet,0.2222222222222222
3388,sinistro,sinistro,left,ADJ,izquierda,izquierdo,ADJ,wordnet,0.2222222222222222
3585,fui,fui,I was,AUX,era,ser,AUX,wordnet,0.2222222222222222
3629,rifiutato,rifiutare,rejected,VERB,rechazado,rechazado,ADJ,levenshtein,0.2222222222222222
3833,vigliacco,vigliacco,coward,ADJ,cobarde,cobarde,ADJ,wordnet,0.2222222222222222
3846,quadrante,quadrante,dial,NOUN,marcar,marcar,VERB,levenshtein,0.2222222222222222
3933,rossi,Rossi,red,PROPN,rojo,rojo,NOUN,wordnet,0.2222222222222222
3982,avevate,avevate,you had,VERB,tenías,tener,VERB,wordnet,0.2222222222222222
4026,sano,sano,healthy,ADJ,saludable,saludable,ADJ,levenshtein,0.2222222222222222
4065,fermatevi,fermatevi,stop,VERB,detener,detener,VERB,levenshtein,0.2222222222222222
4074,avvertito,avvertire,warned,VERB,prevenido,prevenido,ADJ,levenshtein,0.2222222222222222
4097,cina,Cina,China,PROPN,porcelana,porcelán,ADJ,levenshtein,0.2222222222222222
4119,paro,parare,I&#39;m a parody,VERB,soy una parodia,ser,AUX,wordnet,0.2222222222222222
4212,eccome,eccome,indeed,ADV,en efecto,en,ADP,levenshtein,0.2222222222222222
4230,occorre,occorrere,it is necessary,VERB,es necesario,ser,AUX,wordnet,0.2222222222222222
4233,mensa,mensa,cafeteria,NOUN,cafetería,cafetería,NOUN,levenshtein,0.2222222222222222
4237,gara,gara,competition,NOUN,competencia,competencia,NOUN,wordnet,0.2222222222222222
4462,sottovoce,sottovoce,in a low voice,ADV,en voz baja,en,ADP,wordnet,0.2222222222222222
4468,rilevato,rilevare,detected,VERB,detectado,detectado,ADJ,levenshtein,0.2222222222222222
4546,gonna,gonna,skirt,NOUN,falda,falda,NOUN,wordnet,0.2222222222222222
4574,muto,mere,mute,VERB,silenciar,silenciar,VERB,levenshtein,0.2222222222222222
4669,dovunque,dovunque,anywhere,SCONJ,en cualquier lugar,en,ADP,levenshtein,0.2222222222222222
4679,autunno,autunno,fall,NOUN,caer,caer,VERB,wordnet,0.2222222222222222
4727,sconfitta,sconfitta,defeat,NOUN,fracaso,fracaso,NOUN,wordnet,0.2222222222222222
4768,agio,agio,ease,ADJ,facilidad,facilidad,NOUN,levenshtein,0.2222222222222222
4947,colloquio,colloquio,interview,NOUN,entrevista,entrevista,NOUN,wordnet,0.2222222222222222
581,chiamo,chiamo,I&#39;m calling,VERB,estoy llamando,estar,AUX,levenshtein,0.2142857142857143
2327,auguri,augurio,congratulations,NOUN,felicidades,felicidad,NOUN,wordnet,0.2142857142857143
2438,arrestato,arrestare,arrested,VERB,detenido,detenido,ADJ,wordnet,0.2142857142857143
2796,sapessi,sapessare,if you knew,VERB,si lo supieras,si,SCONJ,levenshtein,0.2142857142857143
3347,chiudo,chiudo,I&#39;m closing,VERB,estoy cerrando,estar,AUX,levenshtein,0.2142857142857143
4050,accada,accada,let it happen,VERB,déjalo suceder,déjalir,VERB,levenshtein,0.2142857142857143
164,ciao,ciao,HI,ADV,hola,hola,PROPN,wordnet,0.19999999999999996
182,ce,ce,there is,PRON,hay,haber,AUX,wordnet,0.19999999999999996
284,appena,appena,as soon as,ADV,tan pronto como,tan,NOUN,levenshtein,0.19999999999999996
349,sig,sig,Mr,NOUN,señor,señor,NOUN,levenshtein,0.19999999999999996
502,fra,fra,between,ADP,entre,entre,ADP,levenshtein,0.19999999999999996
503,comunque,comunque,Anyway,ADV,de todos modos,de,ADP,wordnet,0.19999999999999996
573,gioco,gioco,game,NOUN,juego,juego,NOUN,levenshtein,0.19999999999999996
691,capisci,capisci,you understand,VERB,entiendes,entender,VERB,wordnet,0.19999999999999996
821,funziona,funzionare,works,VERB,obras,obra,NOUN,wordnet,0.19999999999999996
842,fondo,fondo,bottom,NOUN,abajo,abajo,ADV,levenshtein,0.19999999999999996
1280,equipaggio,equipaggio,crew,NOUN,multitud,multitud,NOUN,wordnet,0.19999999999999996
1294,puô,puô,can,NOUN,poder,poder,AUX,levenshtein,0.19999999999999996
1489,nascosto,nascondere,hidden,VERB,oculto,oculto,ADJ,wordnet,0.19999999999999996
1512,scopo,scopo,scope,NOUN,alcance,alcance,NOUN,wordnet,0.19999999999999996
1520,esci,escere,you go out,PROPN,sales,sal,NOUN,levenshtein,0.19999999999999996
1531,stavi,stavi,you were,VERB,eras,era,NOUN,levenshtein,0.19999999999999996
1586,giudice,giudice,judge,NOUN,juez,juez,NOUN,wordnet,0.19999999999999996
1618,santa,santa,saint,PROPN,smo,smo,PUNCT,levenshtein,0.19999999999999996
1701,lassù,lassù,up there,VERB,allá arriba,allá,ADV,wordnet,0.19999999999999996
1816,lasciatemi,Lasciatemi,leave me,VERB,déjame,déjame,VERB,levenshtein,0.19999999999999996
1949,babbo,Babbo,dad,PROPN,papá,papá,NOUN,levenshtein,0.19999999999999996
2168,sbagliata,sbagliato,wrong,VERB,equivocado,equivocado,ADJ,levenshtein,0.19999999999999996
2249,nonostante,nonostante,Despite,ADP,a pesar de,a,ADP,levenshtein,0.19999999999999996
2274,scemo,sce,stupid,PROPN,estúpido,estúpido,ADJ,wordnet,0.19999999999999996
2405,carro,carro,wagon,NOUN,vagón,vagón,NOUN,levenshtein,0.19999999999999996
2582,furbo,furbo,cunning,ADJ,astuto,astuto,ADJ,wordnet,0.19999999999999996
2649,ebreo,ebreo,Jew,ADJ,judío,judío,ADJ,levenshtein,0.19999999999999996
2765,stammi,stammi,stay with me,NOUN,quédate conmigo,quédatar,VERB,levenshtein,0.19999999999999996
2774,folle,folle,crazy,ADJ,loco,loco,ADJ,levenshtein,0.19999999999999996
2803,costretto,costringere,forced,VERB,forzado,forzado,ADJ,levenshtein,0.19999999999999996
2813,soccorso,soccorso,rescue,NOUN,rescate,rescate,NOUN,wordnet,0.19999999999999996
2815,riso,riso,rice,NOUN,arroz,arroz,PROPN,levenshtein,0.19999999999999996
2829,seriamente,seriamente,seriously,ADV,en serio,en,ADP,levenshtein,0.19999999999999996
2840,arrabbiata,arrabbiato,angry,ADJ,enojado,enojado,ADJ,levenshtein,0.19999999999999996
2850,lentamente,lentamente,slowly,ADV,despacio,despacio,ADV,levenshtein,0.19999999999999996
