rango,parola,frequenza,lemma,inglese,it_reverse
3774,lancia,117,lanciare,spear,lancia
3775,imbecille,117,imbecille,imbecile,imbecille
3776,fatica,117,fatica,fatigue,fatica
3777,dallas,117,dallas,dallas,dallas
3778,corre,117,correre,runs,corre
3779,convincere,117,convincere,convince,convincere
3780,compra,117,comprare,buy,acquistare
3781,complesso,117,complesso,complex,complesso
3782,college,117,college,college,Università
3783,ch',117,ch,ch&#39;,cavolo
3784,blocco,117,Blocco,block,bloccare
3785,bambola,117,bambola,doll,bambola
3786,avvicina,117,avvicinare,it approaches,si avvicina
3787,aspetterò,117,aspettare,I&#39;ll wait,Aspetterò
3788,antica,117,antico,ancient,antico
3789,altrove,117,altrove,somewhere else,altrove
3790,aiutarlo,117,aiutare lo,help him,aiutalo
3791,vola,116,volare,fly,volare
3792,voita,116,voita,voita,voita
3793,topi,116,topo,mice,topi
3794,smettetela,116,smettetelare,stop,fermare
3795,portalo,116,portalo,bring it,portalo
3796,perdo,116,perdere,I lose,perdo
3797,militari,116,militare,military,militare
3798,maiali,116,maiale,pigs,maiali
3799,lega,116,legare,League,Lega
3800,impara,116,imparare,learn,Imparare
3801,imbarazzante,116,imbarazzante,embarrassing,imbarazzante
3802,eterno,116,eterno,eternal,eterno
3803,essermi,116,essere mi,to be,essere
3804,ebbe,116,avere,had,avevo
3805,ciel,116,ciel,heaven,paradiso
3806,chiara,116,chiaro,clear,chiaro
3807,calci,116,calco,kicks,calci
3808,angeli,116,angelo,angels,angeli
3809,warren,115,Warren,warren,warren
3810,tocchi,115,tocco,touches,tocca
3811,tagliare,115,tagliare,cut,taglio
3812,spieghi,115,spiegare,explain,spiegare
3813,sapevamo,115,sapere,we knew,sapevamo
3814,salva,115,salvo,save,salva
3815,possiede,115,possedere,owns,possiede
3816,pentru,115,Pentru,pentru,pentru
3817,indossare,115,indossare,wear,Indossare
3818,indiano,115,indiano,Indian,indiano
3819,impegnato,115,impegnare,engaged,impegnato
3820,immaginavo,115,immaginare,I supposed,ho pensato
3821,farô,115,farô,lighthouse,faro
3822,elegante,115,elegante,elegant,elegante
3823,dipartimento,115,dipartimento,department,Dipartimento
3824,cultura,115,cultura,culture,cultura
3825,corleone,115,corleone,Lionheart,Cuor di Leone
3826,cittadini,115,cittadino,citizens,cittadini
3827,chitarra,115,chitarra,guitar,chitarra
3828,campana,115,campana,bell,campana
3829,botte,115,botta,beating,battendo
3830,andai,115,andai,I went,sono andato
3831,allenatore,115,allenatore,trainer,allenatore
3832,vió,114,vió,go,andare
3833,vigliacco,114,vigliacco,coward,vigliacco
3834,usano,114,usare,they use,usano
3835,totalmente,114,totalmente,totally,totalmente
3836,tiri,114,tiro,throw,gettare
3837,taci,114,tace,shut up,stai zitto
3838,soggetto,114,soggetto,subject,soggetto
3839,serviva,114,servire,it was useful,è stato utile
3840,sconosciuto,114,sconosciuto,unknown,sconosciuto
3841,roman,114,Roman,roman,romano
3842,rifiuto,114,rifiuto,rejection,rifiuto
3843,ricominciare,114,ricominciare,start again,ricomincia
3844,restiamo,114,restare,we stay,Noi restiamo
3845,raccogliere,114,raccogliere,gather,raccogliere
3846,quadrante,114,quadrante,clock face,quadrante
3847,poeta,114,poeta,poet,poeta
3848,personaggi,114,personaggio,personages,personaggi
3849,pericolosa,114,pericoloso,dangerous,pericoloso
3850,percy,114,Percy,percy,percy
3851,pattuglia,114,pattugliare,patrol,pattuglia
3852,nuda,114,nudo,naked,nudo
3853,morgan,114,Morgan,morgan,morgan
3854,matta,114,matto,crazy,pazzo
3855,inizi,114,inizio,you begin,inizia tu
3856,immaginazione,114,immaginazione,imagination,immaginazione
3857,giulia,114,Giulia,Giulia,Giulia
3858,frutta,114,frutta,fruit,frutta
3859,facciano,114,fare,do,Fare
3860,entrano,114,entrare,they enter,entrano
3861,decide,114,decidere,decides,decide
3862,custode,114,custode,keeper,custode
3863,chiamando,114,chiamare,calling,chiamando
3864,brucia,114,bruciare,burns,brucia
3865,bassa,114,basso,low,Basso
3866,alzare,114,alzare,raise,aumentare
3867,aiutatemi,114,aiutatemi,Help me,Aiutami
3868,affinché,114,affinché,so that,affinché
3869,stretta,113,stretto,tight,stretto
3870,spaventata,113,spaventare,scared,impaurito
3871,serpente,113,serpente,snake,serpente
3872,sembrato,113,sembrare,seemed,sembrava
3873,savannah,113,Savannah,savannah,savana
3874,riconoscere,113,riconoscere,recognize,riconoscere
3875,rete,113,rete,net,netto
3876,quassù,113,quassù,up here,qui su
3877,provarci,113,provare ci,try,Tentativo
3878,principio,113,principio,principle,principio
3879,preda,113,predare,prey,preda
3880,polly,113,polly,polly,polly
3881,pieni,113,pieno,full,pieno
3882,paulie,113,paulio,paulie,Paulie
3883,missile,113,missile,missile,missile
3884,mentale,113,mentale,mental,mentale
3885,lasciar,113,lasciare,leave,Partire
3886,lanciare,113,lanciare,throw,gettare
3887,innocenti,113,innocente,innocent,innocente
3888,funzionano,113,funzionare,they work,lavorano
3889,dacci,113,daccio,give us,Dacci
3890,colleghi,113,collega,colleagues,colleghi
3891,ciô,113,ciô,that is,questo è
3892,cintura,113,cintura,belt,cintura
3893,cambi,113,cambio,you change,cambi
3894,bioriod,113,Bioriod,bioriod,bioriod
3895,b',113,b,well,BENE
3896,attraversare,113,attraversare,cross ,attraverso 
3897,andie,113,andie,andie,andie
3898,alti,113,alto,tall,Alto
3899,urlando,112,urlare,screaming,urlando
3900,ta,112,ta,ta,ta
3901,stiano,112,stiano,stay,rimanere
3902,sorta,112,sorgere,kind,Tipo
3903,sofferto,112,soffrire,suffered,subìto
3904,smetta,112,smettere,stop,fermare
3905,ringraziare,112,ringraziare,to thank,per ringraziare
3906,ricca,112,ricco,rich,ricco
3907,pronte,112,pronto,ready,pronto
3908,prenderemo,112,prendere,we will take,prenderemo
3909,portati,112,portare,brought,portato
3910,pesca,112,pesca,fishing,pesca
3911,mettono,112,mettere,they put,loro mettono
3912,leri,112,lero,yesterday,Ieri
3913,leggo,112,leggere,I read,Leggo
3914,incontri,112,incontro,meetings,riunioni
3915,holmes,112,Holmes,holmes,Holmes
3916,guadagnato,112,guadagnare,earned,guadagnato
3917,gordon,112,gordon,gordon,Gordon
3918,figiio,112,Figiio,son,figlio
3919,duri,112,duro,hard,difficile
3920,demonio,112,demonio,demon,demone
3921,cantina,112,cantina,cellar,cantina
3922,cancello,112,cancello,gate,cancello
3923,brusio,112,Brusio,buzz,ronzio
3924,balena,112,balena,whale,balena
3925,anita,112,anire,anita,anita
3926,acque,112,acqua,waters,acque
3927,accetta,112,accettare,accept,accettare
3928,togli,111,togliere,remove,rimuovere
3929,super,111,super,super,super
3930,sofferenza,111,sofferenza,suffering,sofferenza
3931,simbolo,111,simbolo,symbol,simbolo
3932,rovinare,111,rovinare,ruin,rovina
3933,rossi,111,Rossi,red,rosso
3934,rivedere,111,rivedere,to review,revisionare
3935,ricompensa,111,ricompensare,reward,ricompensa
3936,quaggiù,111,quaggiù,down here,qui sotto
3937,profondamente,111,profondamente,deeply,profondamente
3938,procedura,111,procedurare,procedure,procedura
3939,onde,111,onda,waves,onde
3940,ministero,111,ministero,ministry,ministero
3941,mezzi,111,mezzo,means,significa
3942,malcolm,111,malcolm,malcolm,malcom
3943,karin,111,Karin,karin,Karin
3944,guardarmi,111,guardare mi,look at me,Guardami
3945,eventi,111,evento,events,eventi
3946,dormendo,111,dormere,sleeping,dormire
3947,detta,111,dire,said,disse
3948,dava,111,dare,gave,ha dato
3949,cia,111,cia,CIA,CIA
3950,caspita,111,caspire,woh,wow
3951,carità,111,carità,charity,beneficenza
3952,cabina,111,cabina,cabin,cabina
3953,boone,111,Boone,good,Bene
3954,avreste,111,avreste,you would have,avresti
3955,avendo,111,avere,having,avendo
3956,amelia,111,Amelia,amelia,Amelia
3957,wallace,110,Wallace,wallace,Wallace
3958,uccideranno,110,uccidare,they will kill,uccideranno
3959,trattava,110,trattare,treated,trattato
3960,terribilmente,110,terribilmente,terribly,terribilmente
3961,semplici,110,semplice,simple,semplice
3962,seguo,110,seguere,I follow,io seguo
3963,riparare,110,riparare,repair,riparazione
3964,riconosco,110,riconoscere,I acknowledge,riconosco
3965,rendo,110,rere,I give,io do
3966,rapidamente,110,rapidamente,quickly,velocemente
3967,preparando,110,preparare,preparing,preparazione
3968,pagine,110,pagina,pages,pagine
3969,morirai,110,morirai,you will die,morirai
3970,monte,110,monte,Mountain,Montagna
3971,mogli,110,moglie,wives,mogli
3972,majka,110,Majka,majka,majka
3973,jeff,110,Jeff,jeff,Jeff
3974,improvvisamente,110,improvviso,suddenly,All&#39;improvviso
3975,eterna,110,eterno,eternal,eterno
3976,entrati,110,entrare,entered,inserito
3977,el,110,el,el,el
3978,disgustoso,110,disgustoso,Disgusting,Disgustoso
3979,deiie,110,deiie,gods,di Dio
3980,cugina,110,cugino,cousin,cugino
3981,condotto,110,condurre,conducted,condotto
3982,avevate,110,avevate,you had,avete avuto
3983,alieno,110,alieno,alien,alieno
3984,addirittura,110,addirittura,really,Veramente
3985,addestramento,110,addestramento,training,formazione
3986,accuse,110,accusa,accusations,accuse
3987,vide,109,vedere,he saw,lui vide
3988,vedrete,109,vedere,you&#39;ll see,vedrai
3989,vari,109,vario,various,vari
3990,spaziale,109,spaziale,space,spazio
3991,soddisfatto,109,soddisfare,satisfied,soddisfatto
3992,segreta,109,segreto,secret,segreto
3993,sandy,109,Sandy,sandy,sabbioso
3994,risolto,109,risolvere,Resolved,Risolto
3995,ripreso,109,riprendere,resumed,ripreso
3996,rebecca,109,Rebecca,rebecca,Rebecca
3997,reato,109,reato,crime,crimine
3998,pulire,109,pulire,clean,pulito
3999,preparati,109,preparato,get ready,preparati
4000,pazzia,109,pazzia,madness,follia
4001,paghi,109,pagare,you pay,tu paghi
4002,nervi,109,nere vi,nerves,nervi
4003,nasconde,109,nascondere,hides,nasconde
4004,muoio,109,muoio,I die,io muoio
4005,mh,109,mh,mh,mh
4006,mastropiero,109,mastropiero,mastropiero,mastropiero
4007,iniziamo,109,inizare,let&#39;s begin,Cominciamo
4008,grand,109,Grand,grand,mille dollari
4009,fatelo,109,fatelo,do it,fallo
4010,elanna,109,elanna,elanna,Elanna
4011,disegno,109,disegno,drawing,disegno
4012,desiderato,109,desiderato,desired,desiderato
4013,collegamento,109,collegamento,connection,connessione
4014,brutti,109,brutto,ugly,brutto
4015,bimbo,109,bimbo,baby,Bambino
4016,abra,109,Abra,abra,Un reggiseno
4017,will,108,will,will,Volere
4018,voti,108,voto,votes,voti
4019,vedervi,108,vedere vi,seeing you,vederti
4020,tubo,108,tubo,tube,tubo
4021,trasporto,108,trasporto,transport,trasporto
4022,tradimento,108,tradimento,betrayal,tradimento
4023,terrore,108,terrore,terror,terrore
4024,sesto,108,sesto,sixth,sesto
4025,sentono,108,sentire,they feel,loro sentono
4026,sano,108,sano,healthy,salutare
4027,piscina,108,piscina,pool,piscina
4028,peggiori,108,peggiore,worse,peggio
4029,on,108,on,Hon,On
4030,Lydia,108,Lydia,Lydia,Lidia
4031,licenza,108,licenza,license,licenza
4032,las,108,las,s,S
4033,Jackie,108,Jackie,Jackie,Jackie
4034,gomma,108,gomma,eraser,gomma per cancellare
4035,feriti,108,ferito,wounded,ferito
4036,faro,108,faro,lighthouse,faro
4037,evento,108,evento,event,evento
4038,elettrica,108,elettrico,electric,elettrico
4039,dovranno,108,dovere,they will have to,dovranno farlo
4040,divano,108,dire,Sofa,Divano
4041,dimenticata,108,dimenticare,forgotten,dimenticato
4042,dé,108,dé,dé,di
4043,daremo,108,daere,we will give,daremo
4044,criminali,108,criminale,criminals,criminali
4045,contadino,108,contadino,farmer,contadino
4046,confronti,108,confronto,comparisons,confronti
4047,ció,108,ció,that is,questo è
4048,cacciatore,108,cacciatore,soccer player,giocatore di calcio
4049,bara,108,bara,coffin,bara
4050,accada,108,accada,happen,accadere
4051,abitanti,108,abitante,inhabitants,abitanti
4052,viste,107,vedere,views,visualizzazioni
4053,stretto,107,stretto,strict,rigoroso
4054,strani,107,strano,strange,strano
4055,ritmo,107,ritmo,rhythm,ritmo
4056,preside,107,Preside,principal,principale
4057,poterlo,107,potere lo,be able to,essere in grado di
4058,penserà,107,pensere,he will think,penserà
4059,parleremo,107,parlare,we&#39;ll talk,parleremo
4060,normali,107,normale,normal,normale
4061,martedì,107,martedì,Tuesday,Martedì
4062,luigi,107,Luigi,louis,Louis
4063,informato,107,informare,informed,informato
4064,guardano,107,guardare,they look,loro guardano
4065,fermatevi,107,fermatevi,stop,fermare
4066,esecuzione,107,esecuzione,execution,esecuzione
4067,elementi,107,elemento,elements,elementi
4068,eccetto,107,eccetto,except,tranne
4069,duca,107,duca,duke,duca
4070,compiti,107,compito,assignments,Compiti
4071,catena,107,catena,chain,catena
4072,bravissimo,107,brave,excellent,eccellente
4073,bastano,107,bastare,they are enough,sono sufficienti
4074,avvertito,107,avvertire,warned,avvertito
4075,adora,107,adorare,adore,adorare
4076,accadrà,107,accadere,it will happen,succederà
4077,visitare,106,visitare,visit,visita
4078,suoni,106,suono,sounds,suoni
4079,spinto,106,spingere,pushed,spinto
4080,spetta,106,spettare,it&#39;s up to,tocca a
4081,spesa,106,spesa,expense,spese
4082,spegnere,106,spegnere,turn off,spegnere
4083,secco,106,secco,dry,Asciutto
4084,riusciremo,106,riuscire,we will succeed,avremo successo
4085,riserva,106,riservare,reserve,Riserva
4086,reed,106,reed,reed,canna
4087,quota,106,quota,quote,citazione
4088,progetti,106,progetto,projects,progetti
4089,portava,106,portare,carried,portato
4090,morso,106,morso,bite,morso
4091,infine,106,infine,In the end,Alla fine
4092,guerriero,106,guerriero,warrior,guerriero
4093,grano,106,grano,grain,grano
4094,giapponesi,106,giapponese,Japanese,giapponese
4095,essersi,106,essere si,to have,avere
4096,distruzione,106,distruzione,destruction,distruzione
4097,cina,106,Cina,China,Cina
4098,cavo,106,cavo,cable,cavo
4099,biblioteca,106,biblioteca,library,biblioteca
4100,banco,106,banco,bench,panca
4101,alzi,106,alzare,get up,alzarsi
4102,vargas,105,vargas,vargas,Vargas
4103,trono,105,tre,throne,trono
4104,teresa,105,teresa,teresa,teresa
4105,strumenti,105,strumento,instruments,strumenti
4106,spiega,105,spiegare,explains,spiega
4107,riuscirò,105,riuscirò,I will succeed,Ci riusciro
4108,ribelli,105,ribelle,rebels,ribelli
4109,relazioni,105,relazione,relations,relazioni
4110,quindici,105,quindici,fifteen,quindici
4111,professionista,105,professionista,professional,professionale
4112,produttore,105,produttore,producer,produttore
4113,presenta,105,presentare,presents,regali
4114,pollitt,105,pollitt,pollitt,pollitt
4115,perdi,105,perdere,you lose,hai perso
4116,pazzesco,105,pazzesco,crazy,pazzo
4117,patente,105,patente,driving license,patente di guida
4118,passano,105,passare,they pass,passano
4119,paro,105,parare,par,par
4120,Nick,105,Nick,Nick,Nick
4121,mar,105,mar,Tue,Mar
4122,liberare,105,liberare,to free,liberare
4123,lasciatelo,105,lasciatee lo,leave it,lascialo
4124,Kelly,105,Kelly,Kelly,Kelly
4125,infanzia,105,infanzia,childhood,infanzia
4126,indovina,105,indovinare,guess,Indovinare
4127,faro',105,faro,lighthouse&#39;,faro&#39;
4128,eva,105,eva,Eve,Vigilia
4129,esplodere,105,esplodere,to blow up,esplodere
4130,eliminare,105,eliminare,eliminate,eliminare
4131,elenco,105,elenco,list,elenco
4132,dispiacerebbe,105,dispiacere,it would be sorry,sarebbe dispiaciuto
4133,dean,105,dean,dean,decano
4134,dannata,105,dannato,damned,dannato
4135,commedia,105,commedia,comedy,commedia
4136,cassaforte,105,cassaforte,safe,sicuro
4137,Carol,105,Carol,Carol,Carol
4138,brindisi,105,Brindisi,toasts,toast
4139,bandiera,105,bandiera,flag,bandiera
4140,ascoltando,105,ascoltare,listening,ascoltando
4141,apra,105,aprere,open,aprire
4142,vorranno,104,vorere,they will want,vorranno
4143,vitale,104,vitale,vital,vitale
4144,torneremo,104,tornare,we&#39;ll be back,torneremo
4145,tienilo,104,tieniloere,keep it,tienilo
4146,tecnica,104,tecnico,technique,tecnica
4147,svelti,104,svelto,hurry,fretta
4148,spegni,104,spegnare,switch off,spegnere
4149,Simpson,104,Simpson,Simpsons,Simpson
4150,sentirlo,104,sentire lo,feel it,sentilo
4151,saltato,104,saltare,skipped,saltato
4152,proverò,104,provare,I&#39;ll try,Ci proverò
4153,profonda,104,profondo,deep,profondo
4154,prezioso,104,prezioso,precious,prezioso
4155,potrete,104,potretire,you can,puoi
4156,piangi,104,piangire,you cry,tu piangi
4157,ostaggi,104,ostaggio,hostages,ostaggi
4158,osso,104,osso,bone,osso
4159,mura,104,muro,walls,muri
4160,mira,104,mirare,aim,scopo
4161,mettersi,104,mettere si,put on,mettere
4162,medicine,104,medicina,medicines,medicinali
4163,Lucas,104,Lucas,Lucas,Luca
4164,liberato,104,liberare,set free,liberato
4165,hmm,104,hmm,hmm,Hmm
4166,fondi,104,fondo,funds,fondi
4167,Emily,104,Emily,Emily,Emily
4168,ds,104,ds,ds,ds
4169,Detroit,104,Detroit,Detroit,Detroit
4170,deii',104,deii,gods,di Dio
4171,compagna,104,compagna,mate,compagno
4172,Celeste,104,Celeste,Heavenly,Celeste
4173,Carrie,104,Carrie,Carrie,Carrie
4174,capirlo,104,capire lo,understand it,capiscilo
4175,bombe,104,bomba,bombs,bombe
4176,avventura,104,avventura,adventure,avventura
4177,assistenza,104,assistenza,assistance,assistenza
4178,annuncio,104,annuncio,announcement,annuncio
4179,altrettanto,104,altrettanto,likewise,allo stesso modo
4180,alleanza,104,Alleanza,alliance,alleanza
4181,accendere,104,accendere,turn on,accendere
4182,Walt,103,Walt,Walt,Walt
4183,undici,103,undici,eleven,undici
4184,tolga,103,tolere,remove,rimuovere
4185,speranze,103,speranza,hopes,speranze
4186,spazzatura,103,spazzatura,garbage,spazzatura
4187,spagna,103,Spagna,Spain,Spagna
4188,sforzo,103,sforzo,effort,sforzo
4189,seguitemi,103,seguitemi,follow me,Seguimi
4190,scarpa,103,scarpa,shoe,scarpa
4191,rivedremo,103,rivedere,we&#39;ll see again,ci rivedremo
4192,rimanga,103,rimanere,stay,rimanere
4193,rifiuti,103,rifiuto,waste,sciupare
4194,ridotto,103,ridurre,reduced,ridotto
4195,realmente,103,realmente,really,Veramente
4196,positivo,103,positivo,positive,positivo
4197,penserò,103,penserò,I&#39;ll think,Ci penserò
4198,pensavamo,103,pensare,we thought,abbiamo pensato
4199,orrore,103,orrore,horror,orrore
4200,noia,103,noia,boredom,noia
4201,mezzogiorno,103,mezzogiorno,noon,mezzogiorno
4202,Lincoln,103,Lincoln,Lincoln,Lincoln
4203,leggendo,103,leggere,reading,lettura
4204,johnson,103,Johnson,johnson,Johnson
4205,immagina,103,immaginare,imagine,immaginare
4206,guido,103,guidere,I drive,io guido
4207,gordo,103,gordo,gordo,Gordo
4208,giurato,103,giurare,sworn,giurato
4209,fermata,103,fermare,stop,fermare
4210,fermarlo,103,fermare lo,stop it,smettila
4211,federazione,103,federazione,federation,federazione
4212,eccome,103,eccome,yes,SÌ
4213,cody,103,codye,cody,cody
4214,chiediamo,103,chiedere,let&#39;s ask,chiediamo
4215,bionda,103,biondo,blonde,bionda
4216,averci,103,avere ci,have us,avere noi
4217,armati,103,armato,armed,armato
4218,apertura,103,apertura,opening,apertura
4219,alcol,103,alcol,alcohol,alcol
4220,tokyo,102,Tokyo,tokyo,tokio
4221,telegramma,102,telegramma,telegram,telegramma
4222,sinceramente,102,sinceramente,sincerely,Cordiali saluti
4223,scoperta,102,scoprire,discovery,scoperta
4224,rubata,102,rubare,stolen,rubato
4225,risulta,102,risultare,turns out,risulta
4226,rinforzi,102,rinforzo,reinforcements,rinforzi
4227,rimarrà,102,rimarrà,will remain,resterà
4228,principi,102,principio,principles,i principi
4229,pasto,102,pasto,meal,pasto
4230,occorre,102,occorrere,necessary,necessario
4231,notare,102,notare,note,Nota
4232,ned,102,ned,ned,ned
4233,mensa,102,mensa,cafeteria,caffetteria
4234,marcello,102,Marcello,marcello,Marcello
4235,magnifica,102,magnifico,magnificent,magnifico
4236,giugno,102,giugno,June,Giugno
4237,gara,102,gara,competition,concorrenza
4238,fotografie,102,fotografia,photos,fotografie
4239,esserne,102,essere ne,be,Essere
4240,diventerà,102,diventare,will become,diventerà
4241,diamine,102,diamine,damn,Dannazione
4242,contessa,102,conte,countess,contessa
4243,contatti,102,contatto,contacts,contatti
4244,cognome,102,cognome,surname,cognome
4245,cioccolato,102,cioccolato,chocolate,cioccolato
4246,buttare,102,buttare,throw away,Buttar via
4247,brandy,102,Brandy,brandy,Brandy
4248,bestie,102,bestia,beasts,bestie
4249,violento,101,violento,violent,violento
4250,veterinario,101,veterinario,veterinarian,veterinario
4251,umorismo,101,umorismo,humor,umorismo
4252,succo,101,succo,juice,succo
4253,stivali,101,stivale,boots,stivali
4254,sordo,101,sordo,deaf,sordo
4255,solita,101,solito,usual,solito
4256,scopare,101,scopare,fuck,Fanculo
4257,sapevano,101,sapere,they knew,loro sapevano
4258,riga,101,riga,line,linea
4259,regali,101,regalo,gifts,i regali
4260,preghiera,101,preghiera,prayer,preghiera
4261,pallottola,101,pallottola,bullet,proiettile
4262,palco,101,palco,stage,palcoscenico
4263,ombre,101,ombra,shadows,ombre
4264,muoviamoci,101,muoviamoci,let&#39;s move,muoviamoci
4265,litigare,101,litigare,argue,litigare
4266,guerrieri,101,guerriero,warriors,guerrieri
4267,geniale,101,geniale,brilliant,brillante
4268,fregato,101,fregare,screwed,avvitato
4269,emozione,101,emozione,emotion,emozione
4270,educazione,101,educazione,education,formazione scolastica
4271,dopotutto,101,dopotutto,after all,Dopotutto
4272,dea,101,deare,goddess,dea
4273,copertura,101,copertura,coverage,copertura
4274,cesso,101,cesso,I quit,ho smesso
4275,allegra,101,allegro,cheerful,allegro
4276,aii',101,aii,aii&#39;,aii&#39;
4277,wayne,100,Wayne,wayne,Wayne
4278,tradizione,100,tradizione,tradition,tradizione
4279,traditore,100,traditore,traitor,traditore
4280,sporca,100,sporco,dirty,sporco
4281,sospetti,100,sospetto,suspicious,sospettoso
4282,smetterla,100,smettere lo,stop it,smettila
4283,sfida,100,sfidare,challenge,sfida
4284,selvaggio,100,selvaggio,wild,selvaggio
4285,roccia,100,roccia,rock,roccia
4286,riportato,100,riportare,reported,riportato
4287,ralph,100,ralph,ralph,Ralph
4288,pr,100,pr,pr,pr
4289,papa',100,Papa,Pope&#39;,Papa&#39;
4290,novembre,100,novembre,November,novembre
4291,limiti,100,limite,limits,limiti
4292,lily,100,Lily,lily,giglio
4293,fisico,100,fisico,physicist,fisico
4294,festeggiare,100,festeggiare,celebrate,celebrare
4295,fermate,100,fermata,stops,fermate
4296,disponibile,100,disponibile,available,disponibile
4297,comunista,100,comunista,Communist,comunista
4298,comunicare,100,comunicare,to communicate,comunicare
4299,chiederò,100,chiederò,I&#39;ll ask,chiederò
4300,chiamarla,100,chiamare lo,call her,chiamala
4301,brady,100,brady,brady,Brady
4302,benone,100,benone,very good,Molto bene
4303,atterraggio,100,atterraggio,landing,approdo
4304,alt,100,alt,alt,alt
4305,aggiungere,100,aggiungere,add,aggiungere
4306,adam,100,Adam,adam,Adamo
4307,vice,99,vice,vice,vice
4308,valigie,99,valigia,suitcases,valigie
4309,trovarci,99,trovare ci,find us,Trovaci
4310,sperare,99,sperare,to hope,sperare
4311,sorridere,99,sorridere,smile,sorriso
4312,soci,99,socio,members,membri
4313,sindacato,99,sindacato,trade union,sindacato
4314,serva,99,servire,servant,servitore
4315,ritirare,99,ritirare,withdraw,ritirare
4316,ripley,99,ripley,ripley,ripley
4317,ripetere,99,ripetere,repeat,ripetere
4318,ragazzini,99,ragazzino,kids,bambini
4319,obiezione,99,obiezione,objection,obiezione
4320,mutande,99,mutanda,underwear,biancheria intima
4321,mm,99,mm,mm,mm
4322,minima,99,minimo,minimal,minimo
4323,marchi,99,marchio,brand names,marchi
4324,j,99,J,j,J
4325,invisibile,99,invisibile,Invisible,Invisibile
4326,houston,99,Houston,houston,Houston
4327,grosse,99,grosso,big,grande
4328,giocatori,99,giocatore,players,Giocatori
4329,finestre,99,finestra,windows,finestre
4330,fidi,99,fidare,trust me,fidati di me
4331,fascino,99,fascino,charm,fascino
4332,estremamente,99,estremamente,extremely,estremamente
4333,esperienze,99,esperienza,experiences,esperienze
4334,debiti,99,debito,debts,debiti
4335,daca,99,dae co,daca,daca
4336,crea,99,creare,create,creare
4337,considerare,99,considerare,consider,prendere in considerazione
4338,caos,99,caos,chaos,caos
4339,cacciato,99,cacciare,kicked,preso a calci
4340,beviamo,99,bevare,we drink,beviamo
4341,bada,99,bada,mind you,intendiamoci
4342,autorizzazione,99,autorizzazione,authorization,autorizzazione
4343,ala,99,ala,wing,ala
4344,aiutarvi,99,aiutare vi,help you,Aiutarti
4345,vomitare,98,vomitare,vomit,vomito
4346,viaggi,98,viaggio,trips,viaggi
4347,tasse,98,tassa,taxes,le tasse
4348,suonato,98,suonare,played,giocato
4349,sfortunatamente,98,sfortunatamente,unfortunately,Purtroppo
4350,señor,98,señor,señor,signore
4351,segnali,98,segnale,signals,segnali
4352,sapore,98,sapore,taste,gusto
4353,ruota,98,ruotare,wheel,ruota
4354,religione,98,religione,religion,religione
4355,registrazione,98,registrazione,registration,registrazione
4356,pugnale,98,pugnale,dagger,pugnale
4357,progressi,98,progresso,progress,progresso
4358,possesso,98,possesso,possession,possesso
4359,peste,98,pesta,plague,appestare
4360,occupati,98,occupato,busy,Occupato
4361,lusso,98,lusso,luxury,lusso
4362,kimble,98,Kimble,kimble,kimble
4363,harris,98,Harris,harris,harris
4364,gustav,98,gustav,gustav,gustav
4365,facevamo,98,facevamo,we did,Noi facemmo
4366,facciamolo,98,facciamolo,let&#39;s do it,facciamolo
4367,evidente,98,evidente,obvious,ovvio
4368,elvis,98,elvis,elvis,elvis
4369,crediamo,98,credare,we believe,noi crediamo
4370,continuiamo,98,continuare,let&#39;s continue,continuiamo
4371,chiude,98,chiudere,closes,chiude
4372,carburante,98,carburante,fuel,carburante
4373,bugia,98,bugia,lie,menzogna
4374,bruciare,98,bruciare,burn,bruciare
4375,boss,98,boss,boss,capo
4376,battuto,98,battere,beaten,picchiato
4377,andavo,98,andare,I was going,stavo andando
4378,vincitore,97,vincitore,winner,vincitore
4379,tenuta,97,tenere,estate,proprietà
4380,spiritoso,97,spiritoso,humorous,umoristico
4381,sfortuna,97,sfortuna,bad luck,sfortuna
4382,sessuali,97,sessuale,sexual,sessuale
4383,scafo,97,scafo,hull,scafo
4384,salvi,97,salvo,save,salva
4385,rodney,97,rodney,Rodney,Rodney
4386,repubblica,97,Repubblica,republic,repubblica
4387,recuperare,97,recuperare,recover,recuperare
4388,procedere,97,procedere,proceed,procedere
4389,preferita,97,preferito,favorite,preferito
4390,partecipare,97,partecipare,participate,partecipare
4391,ossigeno,97,ossigeno,oxygen,ossigeno
4392,merce,97,merce,goods,merce
4393,lascerà,97,lascare,will leave,lascerà
4394,jane,97,Jane,jane,Jane
4395,insetti,97,insetto,insects,insetti
4396,influenza,97,influenza,influence,influenza
4397,gentili,97,gentile,kind,Tipo
4398,generoso,97,generoso,generous,generoso
4399,fort,97,Fort,fort,forte
4400,forme,97,forma,shapes,forme
4401,famosa,97,famoso,famous,famoso
4402,estero,97,Estero,abroad,all&#39;estero
4403,elicottero,97,elicottero,helicopter,elicottero
4404,dir,97,dire,dir,dir
4405,diede,97,dare,gave,ha dato
4406,dicevano,97,dire,they said,loro hanno detto
4407,curare,97,curare,cure,cura
4408,clinica,97,clinica,clinic,clinica
4409,chiedono,97,chiedere,they ask,loro chiedono
4410,cantante,97,cantante,singer,cantante
4411,asta,97,asta,auction,asta
4412,asilo,97,asilo,asylum,asilo
4413,ammazza,97,ammazza,kill,uccisione
