rango,parola,frequenza,lemma,inglese,spagnolo,it_reverse
3855,inizi,114,inizio,you begin,tu empiezas,inizia tu
3856,immaginazione,114,immaginazione,imagination,imaginación,immaginazione
3857,giulia,114,Giulia,Giulia,julia,Giulia
3858,frutta,114,frutta,fruit,fruta,frutta
3859,facciano,114,fare,do,hacer,Fare
3860,entrano,114,entrare,they enter,ellos entran,entrano
3861,decide,114,decidere,decides,decide,decide
3862,custode,114,custode,keeper,guardián,custode
3863,chiamando,114,chiamare,calling,vocación,chiamando
3864,brucia,114,bruciare,burns,quemaduras,brucia
3865,bassa,114,basso,low,bajo,Basso
3866,alzare,114,alzare,raise,aumentar,aumentare
3867,aiutatemi,114,aiutatemi,Help me,Ayúdame,Aiutami
3868,affinché,114,affinché,so that,de modo que,affinché
3869,stretta,113,stringere,tight,ajustado,stretto
3870,spaventata,113,spaventare,scared,asustado,impaurito
3871,serpente,113,serpente,snake,serpiente,serpente
3872,sembrato,113,sembrare,seemed,pareció,sembrava
3873,savannah,113,savannah,savannah,sabana,savana
3874,riconoscere,113,riconoscere,recognize,reconocer,riconoscere
3875,rete,113,rete,net,neto,netto
3876,quassù,113,quassù,up here,aquí arriba,qui su
3877,provarci,113,provare ci,try,intentar,Tentativo
3878,principio,113,principio,principle,principio,principio
3879,preda,113,preda,prey,presa,preda
3880,polly,113,polly,polly,polly,polly
3881,pieni,113,pieno,full,lleno,pieno
3882,paulie,113,paulia,paulie,paulie,Paulie
3883,missile,113,missile,missile,misil,missile
3884,mentale,113,mentale,mental,mental,mentale
3885,lasciar,113,lasciare,leave,dejar,Partire
3886,lanciare,113,lanciare,throw,tirar,gettare
3887,innocenti,113,innocente,innocent,inocente,innocente
3888,funzionano,113,funzionare,they work,trabajan,lavorano
3889,dacci,113,daccio,give us,danos,Dacci
3890,colleghi,113,collega,colleagues,colegas,colleghi
3891,ciô,113,ciô,that is,eso es,questo è
3892,cintura,113,cintura,belt,cinturón,cintura
3893,cambi,113,cambio,you change,tú cambias,cambi
3894,bioriod,113,bioriod,bioriod,biorio,bioriod
3895,b',113,b,well,Bueno,BENE
3896,attraversare,113,attraversare,cross ,cruz ,attraverso 
3897,andie,113,andia,andie,andie,andie
3898,alti,113,alto,tall,alto,Alto
3899,urlando,112,urlare,screaming,gritando,urlando
3900,ta,112,ta,ta,ejército de reserva,ta
3901,stiano,112,stiano,stay,permanecer,rimanere
3902,sorta,112,sorgere,kind,amable,Tipo
3903,sofferto,112,soffrire,suffered,sufrió,subìto
3904,smetta,112,smettere,stop,detener,fermare
3905,ringraziare,112,ringraziare,to thank,Agradecer,per ringraziare
3906,ricca,112,ricco,rich,rico,ricco
3907,pronte,112,pronto,ready,listo,pronto
3908,prenderemo,112,prendare,we will take,nosotros lo tomaremos,prenderemo
3909,portati,112,portare,brought,trajo,portato
3910,pesca,112,pesca,fishing,pesca,pesca
3911,mettono,112,mettere,they put,pusieron,loro mettono
3912,leri,112,lero,yesterday,ayer,Ieri
3913,leggo,112,leggo,I read,Yo leo,Leggo
3914,incontri,112,incontro,meetings,reuniones,riunioni
3915,holmes,112,Holmes,holmes,holmes,Holmes
3916,guadagnato,112,guadagnare,earned,ganado,guadagnato
3917,gordon,112,Gordon,gordon,gordon,Gordon
3918,figiio,112,Figiio,son,hijo,figlio
3919,duri,112,duro,hard,duro,difficile
3920,demonio,112,demonio,demon,demonio,demone
3921,cantina,112,cantina,cellar,cava,cantina
3922,cancello,112,cancello,gate,puerta,cancello
3923,brusio,112,brusio,buzz,zumbido,ronzio
3924,balena,112,balena,whale,ballena,balena
3925,anita,112,anita,anita,anita,anita
3926,acque,112,acqua,waters,aguas,acque
3927,accetta,112,accettare,accept,aceptar,accettare
3928,togli,111,togli,remove,eliminar,rimuovere
3929,super,111,super,super,súper,super
3930,sofferenza,111,sofferenza,suffering,sufrimiento,sofferenza
3931,simbolo,111,simbolo,symbol,símbolo,simbolo
3932,rovinare,111,rovinare,ruin,ruina,rovina
3933,rossi,111,Rossi,red,rojo,rosso
3934,rivedere,111,rivedere,to review,para revisar,revisionare
3935,ricompensa,111,ricompensare,reward,premio,ricompensa
3936,quaggiù,111,quaggiù,down here,aquí abajo,qui sotto
3937,profondamente,111,profondamente,deeply,profundamente,profondamente
3938,procedura,111,procedura,procedure,procedimiento,procedura
3939,onde,111,onda,waves,ondas,onde
3940,ministero,111,ministero,ministry,ministerio,ministero
3941,mezzi,111,mezzo,means,medio,significa
3942,malcolm,111,Malcolm,malcolm,malcolm,malcom
3943,karin,111,Karin,karin,karina,Karin
3944,guardarmi,111,guardare mi,look at me,Mírame,Guardami
3945,eventi,111,evento,events,eventos,eventi
3946,dormendo,111,dormere,sleeping,durmiendo,dormire
3947,detta,111,dire,said,dicho,disse
3948,dava,111,dare,gave,dio,ha dato
3949,cia,111,cia,CIA,CIA,CIA
3950,caspita,111,caspita,woh,uh,wow
3951,carità,111,carità,charity,caridad,beneficenza
3952,cabina,111,cabina,cabin,cabina,cabina
3953,boone,111,Boone,good,bien,Bene
3954,avreste,111,avreste,you would have,tendrías,avresti
3955,avendo,111,avere,having,teniendo,avendo
3956,amelia,111,amelia,amelia,amelia,Amelia
3957,wallace,110,wallace,wallace,wallace,Wallace
3958,uccideranno,110,uccidare,they will kill,ellos mataran,uccideranno
3959,trattava,110,trattare,treated,tratado,trattato
3960,terribilmente,110,terribilmente,terribly,terriblemente,terribilmente
3961,semplici,110,semplice,simple,simple,semplice
3962,seguo,110,seguere,I follow,Yo sigo,io seguo
3963,riparare,110,riparare,repair,reparar,riparazione
3964,riconosco,110,riconosco,I acknowledge,Reconozco,riconosco
3965,rendo,110,rere,I give,doy,io do
3966,rapidamente,110,rapidamente,quickly,rápidamente,velocemente
3967,preparando,110,preparare,preparing,preparando,preparazione
3968,pagine,110,pagina,pages,paginas,pagine
3969,morirai,110,morirai,you will die,morirás,morirai
3970,monte,110,monte,Mountain,Montaña,Montagna
3971,mogli,110,moglie,wives,esposas,mogli
3972,majka,110,majka,majka,majka,majka
3973,jeff,110,jeff,jeff,jeff,Jeff
3974,improvvisamente,110,improvvisamente,suddenly,de repente,All&#39;improvviso
3975,eterna,110,eterno,eternal,eterno,eterno
3976,entrati,110,entrare,entered,ingresó,inserito
3977,el,110,el,el,el,el
3978,disgustoso,110,disgustoso,Disgusting,Desagradable,Disgustoso
3979,deiie,110,deiie,gods,Dioses,di Dio
3980,cugina,110,cugina,cousin,primo,cugino
3981,condotto,110,condurre,conducted,llevado a cabo,condotto
3982,avevate,110,avevare,you had,tu tenias,avete avuto
3983,alieno,110,alieno,alien,extraterrestre,alieno
3984,addirittura,110,addirittura,really,en realidad,Veramente
3985,addestramento,110,addestramento,training,capacitación,formazione
3986,accuse,110,accusa,accusations,acusaciones,accuse
3987,vide,109,vedere,he saw,el vió,lui vide
3988,vedrete,109,vedrere,you&#39;ll see,verás,vedrai
3989,vari,109,vario,various,varios,vari
3990,spaziale,109,spaziale,space,espacio,spazio
3991,soddisfatto,109,soddisfare,satisfied,satisfecho,soddisfatto
3992,segreta,109,segreto,secret,secreto,segreto
3993,sandy,109,sandy,sandy,arenoso,sabbioso
3994,risolto,109,risolvere,Resolved,Resuelto,Risolto
3995,ripreso,109,riprendere,resumed,reanudado,ripreso
3996,rebecca,109,rebeccare,rebecca,rebeca,Rebecca
3997,reato,109,reato,crime,delito,crimine
3998,pulire,109,pulire,clean,limpio,pulito
3999,preparati,109,preparato,get ready,prepararse,preparati
4000,pazzia,109,pazzia,madness,locura,follia
4001,paghi,109,pagare,you pay,Tu pagas,tu paghi
4002,nervi,109,nervo,nerves,nervios,nervi
4003,nasconde,109,nascondere,hides,se esconde,nasconde
4004,muoio,109,muoio,I die,yo muero,io muoio
4005,mh,109,mh,mh,mh,mh
4006,mastropiero,109,Mastropiero,mastropiero,mastropiero,mastropiero
4007,iniziamo,109,inizare,let&#39;s begin,vamos a empezar,Cominciamo
4008,grand,109,Grand,grand,grandioso,mille dollari
4009,fatelo,109,fatelo,do it,hazlo,fallo
4010,elanna,109,elannare,elanna,elana,Elanna
4011,disegno,109,disegno,drawing,dibujo,disegno
4012,desiderato,109,desiderato,desired,deseado,desiderato
4013,collegamento,109,collegamento,connection,conexión,connessione
4014,brutti,109,brutto,ugly,feo,brutto
4015,bimbo,109,bimbo,baby,bebé,Bambino
4016,abra,109,abra,abra,abra,Un reggiseno
4017,will,108,will,will,voluntad,Volere
4018,voti,108,voto,votes,votos,voti
4019,vedervi,108,vedere vi,seeing you,viendote,vederti
4020,tubo,108,tubo,tube,tubo,tubo
4021,trasporto,108,trasporto,transport,transporte,trasporto
4022,tradimento,108,tradimento,betrayal,traición,tradimento
4023,terrore,108,terrore,terror,terror,terrore
4024,sesto,108,sesto,sixth,sexto,sesto
4025,sentono,108,sentire,they feel,ellos sienten,loro sentono
4026,sano,108,sano,healthy,saludable,salutare
4027,piscina,108,piscina,pool,piscina,piscina
4028,peggiori,108,peggiore,worse,peor,peggio
4029,on,108,on,Hon,cariño,On
4030,Lydia,108,Lydia,Lydia,lidia,Lidia
4031,licenza,108,licenza,license,licencia,licenza
4032,las,108,Las,s,s,S
4033,Jackie,108,Jackie,Jackie,Jackie,Jackie
4034,gomma,108,gomma,eraser,borrador,gomma per cancellare
4035,feriti,108,ferito,wounded,herido,ferito
4036,faro,108,faro,lighthouse,faro,faro
4037,evento,108,evento,event,evento,evento
4038,elettrica,108,elettrico,electric,eléctrico,elettrico
4039,dovranno,108,dovere,they will have to,ellos tendran que,dovranno farlo
4040,divano,108,divare,Sofa,Sofá,Divano
4041,dimenticata,108,dimenticare,forgotten,olvidado,dimenticato
4042,dé,108,dé,dé,Delaware,di
4043,daremo,108,dare,we will give,nosotros daremos,daremo
4044,criminali,108,criminale,criminals,criminales,criminali
4045,contadino,108,contadino,farmer,agricultor,contadino
4046,confronti,108,confronto,comparisons,comparaciones,confronti
4047,ció,108,ce ió,that is,eso es,questo è
4048,cacciatore,108,cacciatore,soccer player,jugador de fútbol,giocatore di calcio
4049,bara,108,Bara,coffin,ataúd,bara
4050,accada,108,accadare,happen,suceder,accadere
4051,abitanti,108,abitante,inhabitants,habitantes,abitanti
4052,viste,107,vedere,views,puntos de vista,visualizzazioni
4053,stretto,107,stretto,strict,estricto,rigoroso
4054,strani,107,strane,strange,extraño,strano
4055,ritmo,107,ritmo,rhythm,ritmo,ritmo
4056,preside,107,presido,principal,principal,principale
4057,poterlo,107,potere lo,be able to,ser capaz de,essere in grado di
4058,penserà,107,pensare,he will think,el pensara,penserà
4059,parleremo,107,parlare,we&#39;ll talk,hablaremos,parleremo
4060,normali,107,normale,normal,normal,normale
4061,martedì,107,martedì,Tuesday,Martes,Martedì
4062,luigi,107,Luigi,louis,luis,Louis
4063,informato,107,informare,informed,informado,informato
4064,guardano,107,guardare,they look,miran,loro guardano
4065,fermatevi,107,fermatevi,stop,detener,fermare
4066,esecuzione,107,esecuzione,execution,ejecución,esecuzione
4067,elementi,107,elemento,elements,elementos,elementi
4068,eccetto,107,eccetto,except,excepto,tranne
4069,duca,107,duca,duke,duque,duca
4070,compiti,107,compito,assignments,asignaciones,Compiti
4071,catena,107,catena,chain,cadena,catena
4072,bravissimo,107,bravo,excellent,excelente,eccellente
4073,bastano,107,bastare,they are enough,son suficientes,sono sufficienti
4074,avvertito,107,avvertire,warned,prevenido,avvertito
4075,adora,107,adorare,adore,adorar,adorare
4076,accadrà,107,accadere,it will happen,Pasará,succederà
4077,visitare,106,visitare,visit,visita,visita
4078,suoni,106,suono,sounds,sonidos,suoni
4079,spinto,106,spingere,pushed,empujado,spinto
4080,spetta,106,spettare,it&#39;s up to,es hasta,tocca a
4081,spesa,106,spesa,expense,gastos,spese
4082,spegnere,106,spegnere,turn off,apagar,spegnere
4083,secco,106,secco,dry,seco,Asciutto
4084,riusciremo,106,riuscire,we will succeed,tendremos éxito,avremo successo
4085,riserva,106,riserva,reserve,reservar,Riserva
4086,reed,106,reed,reed,Junco,canna
4087,quota,106,quota,quote,cita,citazione
4088,progetti,106,progetto,projects,proyectos,progetti
4089,portava,106,portare,carried,transportado,portato
4090,morso,106,morso,bite,morder,morso
4091,infine,106,infine,In the end,Al final,Alla fine
4092,guerriero,106,guerriero,warrior,guerrero,guerriero
4093,grano,106,grano,grain,grano,grano
4094,giapponesi,106,giapponese,Japanese,japonés,giapponese
4095,essersi,106,essere si,to have,tener,avere
4096,distruzione,106,distruzione,destruction,destrucción,distruzione
4097,cina,106,cina,China,Porcelana,Cina
4098,cavo,106,care,cable,cable,cavo
4099,biblioteca,106,biblioteca,library,biblioteca,biblioteca
4100,banco,106,banco,bench,banco,panca
4101,alzi,106,alzare,get up,levantarse,alzarsi
4102,vargas,105,vargas,vargas,vargas,Vargas
4103,trono,105,trono,throne,trono,trono
4104,teresa,105,tereso,teresa,teresa,teresa
4105,strumenti,105,strumento,instruments,instrumentos,strumenti
4106,spiega,105,spiegare,explains,explica,spiega
4107,riuscirò,105,riuscirò,I will succeed,Tendré éxito,Ci riusciro
4108,ribelli,105,ribelle,rebels,rebeldes,ribelli
4109,relazioni,105,relazione,relations,relaciones,relazioni
4110,quindici,105,quindici,fifteen,quince,quindici
4111,professionista,105,professionista,professional,profesional,professionale
4112,produttore,105,produttore,producer,productor,produttore
4113,presenta,105,presentare,presents,presenta,regali
4114,pollitt,105,pollitt,pollitt,pollitt,pollitt
4115,perdi,105,perdi,you lose,tú pierdes,hai perso
4116,pazzesco,105,pazzesco,crazy,loco,pazzo
4117,patente,105,patente,driving license,licencia de conducir,patente di guida
4118,passano,105,passare,they pass,pasan,passano
4119,paro,105,paro,par,par,par
4120,Nick,105,Nick,Nick,Mella,Nick
4121,mar,105,mare,Tue,Mar,Mar
4122,liberare,105,liberare,to free,liberar,liberare
4123,lasciatelo,105,Lasciatelo,leave it,dejalo,lascialo
4124,Kelly,105,Kelly,Kelly,kelly,Kelly
4125,infanzia,105,infanzia,childhood,infancia,infanzia
4126,indovina,105,indovinare,guess,adivinar,Indovinare
4127,faro',105,faro,lighthouse&#39;,faro&#39;,faro&#39;
4128,eva,105,eva,Eve,Víspera,Vigilia
4129,esplodere,105,esplodere,to blow up,hacer estallar,esplodere
4130,eliminare,105,eliminare,eliminate,eliminar,eliminare
4131,elenco,105,elenco,list,lista,elenco
4132,dispiacerebbe,105,dispiacere,it would be sorry,lo lamentaria,sarebbe dispiaciuto
4133,dean,105,dean,dean,decano,decano
4134,dannata,105,dannare,damned,maldito,dannato
4135,commedia,105,commedia,comedy,comedia,commedia
4136,cassaforte,105,cassaforta,safe,seguro,sicuro
4137,Carol,105,Carol,Carol,Villancico,Carol
4138,brindisi,105,brindisi,toasts,brindis,toast
4139,bandiera,105,bandiera,flag,bandera,bandiera
4140,ascoltando,105,ascoltare,listening,escuchando,ascoltando
4141,apra,105,aprire,open,abierto,aprire
4142,vorranno,104,vorere,they will want,ellos van a querer,vorranno
4143,vitale,104,vitale,vital,vital,vitale
4144,torneremo,104,tornare,we&#39;ll be back,estaremos de vuelta,torneremo
4145,tienilo,104,tienilo,keep it,quédatelo,tienilo
4146,tecnica,104,tecnico,technique,técnica,tecnica
4147,svelti,104,svelto,hurry,apurarse,fretta
4148,spegni,104,spegnare,switch off,apagar,spegnere
4149,Simpson,104,Simpson,Simpsons,los simpson,Simpson
4150,sentirlo,104,sentire lo,feel it,sentirlo,sentilo
4151,saltato,104,saltare,skipped,saltado,saltato
4152,proverò,104,proverò,I&#39;ll try,Voy a tratar de,Ci proverò
4153,profonda,104,profondo,deep,profundo,profondo
4154,prezioso,104,prezioso,precious,precioso,prezioso
4155,potrete,104,potrere,you can,puede,puoi
4156,piangi,104,piangi,you cry,lloras,tu piangi
4157,ostaggi,104,ostaggio,hostages,rehenes,ostaggi
4158,osso,104,osso,bone,hueso,osso
4159,mura,104,muro,walls,paredes,muri
4160,mira,104,mirare,aim,apuntar,scopo
4161,mettersi,104,mettere si,put on,ponerse,mettere
4162,medicine,104,medicina,medicines,medicamentos,medicinali
4163,Lucas,104,Lucas,Lucas,lucas,Luca
4164,liberato,104,liberare,set free,liberar,liberato
4165,hmm,104,hmme,hmm,Mmm,Hmm
4166,fondi,104,fondo,funds,fondos,fondi
4167,Emily,104,Emily,Emily,emily,Emily
4168,ds,104,ds,ds,ds,ds
4169,Detroit,104,Detroit,Detroit,Detroit,Detroit
4170,deii',104,deiio,gods,Dioses,di Dio
4171,compagna,104,compagna,mate,compañero,compagno
4172,Celeste,104,celeste,Heavenly,Celestial,Celeste
4173,Carrie,104,Carrie,Carrie,carrie,Carrie
4174,capirlo,104,capire lo,understand it,entiendelo,capiscilo
4175,bombe,104,bomba,bombs,bombas,bombe
4176,avventura,104,avventura,adventure,aventura,avventura
4177,assistenza,104,assistenza,assistance,asistencia,assistenza
4178,annuncio,104,annuncio,announcement,anuncio,annuncio
4179,altrettanto,104,altrettanto,likewise,asimismo,allo stesso modo
4180,alleanza,104,alleanza,alliance,Alianza,alleanza
4181,accendere,104,accendere,turn on,encender,accendere
4182,Walt,103,Walt,Walt,walt,Walt
4183,undici,103,undici,eleven,once,undici
4184,tolga,103,tolgare,remove,eliminar,rimuovere
4185,speranze,103,speranza,hopes,esperanzas,speranze
4186,spazzatura,103,spazzatura,garbage,basura,spazzatura
4187,spagna,103,Spagna,Spain,España,Spagna
4188,sforzo,103,sforzo,effort,esfuerzo,sforzo
4189,seguitemi,103,seguitemi,follow me,sígueme,Seguimi
4190,scarpa,103,scarpa,shoe,zapato,scarpa
4191,rivedremo,103,rivedere,we&#39;ll see again,nos veremos de nuevo,ci rivedremo
4192,rimanga,103,rimanere,stay,permanecer,rimanere
4193,rifiuti,103,rifiuto,waste,desperdiciar,sciupare
4194,ridotto,103,ridurre,reduced,reducido,ridotto
4195,realmente,103,realmente,really,en realidad,Veramente
4196,positivo,103,positivo,positive,positivo,positivo
4197,penserò,103,pensere,I&#39;ll think,pensaré,Ci penserò
4198,pensavamo,103,pensavamo,we thought,pensamos,abbiamo pensato
4199,orrore,103,orrore,horror,horror,orrore
4200,noia,103,noia,boredom,aburrimiento,noia
4201,mezzogiorno,103,mezzogiorno,noon,mediodía,mezzogiorno
4202,Lincoln,103,Lincoln,Lincoln,lincoln,Lincoln
4203,leggendo,103,leggere,reading,lectura,lettura
4204,johnson,103,Johnson,johnson,jhonson,Johnson
4205,immagina,103,immagina,imagine,imaginar,immaginare
4206,guido,103,guido,I drive,conduzco,io guido
4207,gordo,103,gordo,gordo,gordo,Gordo
4208,giurato,103,giurare,sworn,jurado,giurato
4209,fermata,103,fermare,stop,detener,fermare
4210,fermarlo,103,fermare lo,stop it,para,smettila
4211,federazione,103,federazione,federation,federación,federazione
4212,eccome,103,eccome,yes,Sí,SÌ
4213,cody,103,cody,cody,cody,cody
4214,chiediamo,103,chiedere,let&#39;s ask,preguntemos,chiediamo
4215,bionda,103,biondao,blonde,rubio,bionda
4216,averci,103,avere ci,have us,tenernos,avere noi
4217,armati,103,armato,armed,armado,armato
4218,apertura,103,apertura,opening,apertura,apertura
4219,alcol,103,alcol,alcohol,alcohol,alcol
4220,tokyo,102,tokyo,tokyo,tokio,tokio
4221,telegramma,102,telegramma,telegram,telegrama,telegramma
4222,sinceramente,102,sinceramente,sincerely,atentamente,Cordiali saluti
4223,scoperta,102,scoperta,discovery,descubrimiento,scoperta
4224,rubata,102,rubare,stolen,robado,rubato
4225,risulta,102,risultare,turns out,resulta,risulta
4226,rinforzi,102,rinforzo,reinforcements,refuerzos,rinforzi
4227,rimarrà,102,rimarrà,will remain,permanecerá,resterà
4228,principi,102,principio,principles,principios,i principi
4229,pasto,102,pasto,meal,comida,pasto
4230,occorre,102,occorrere,necessary,necesario,necessario
4231,notare,102,notare,note,nota,Nota
4232,ned,102,Ned,ned,ned,ned
4233,mensa,102,mensa,cafeteria,cafetería,caffetteria
4234,marcello,102,Marcello,marcello,marcelo,Marcello
4235,magnifica,102,magnifico,magnificent,magnífico,magnifico
4236,giugno,102,giugno,June,Junio,Giugno
4237,gara,102,gara,competition,competencia,concorrenza
4238,fotografie,102,fotografia,photos,fotos,fotografie
4239,esserne,102,essere ne,be,ser,Essere
4240,diventerà,102,diventare,will become,se convertirá,diventerà
4241,diamine,102,diamine,damn,maldición,Dannazione
4242,contessa,102,contessare,countess,condesa,contessa
4243,contatti,102,contatto,contacts,contactos,contatti
4244,cognome,102,cognome,surname,apellido,cognome
4245,cioccolato,102,cioccolare,chocolate,chocolate,cioccolato
4246,buttare,102,buttare,throw away,tirar a la basura,Buttar via
4247,brandy,102,brandy,brandy,brandy,Brandy
4248,bestie,102,bestia,beasts,ganado,bestie
4249,violento,101,violento,violent,violento,violento
4250,veterinario,101,veterinario,veterinarian,veterinario,veterinario
4251,umorismo,101,umorismo,humor,humor,umorismo
4252,succo,101,succo,juice,jugo,succo
4253,stivali,101,stivale,boots,botas,stivali
4254,sordo,101,sordo,deaf,sordo,sordo
4255,solita,101,solito,usual,habitual,solito
4256,scopare,101,scopare,fuck,Mierda,Fanculo
4257,sapevano,101,sapere,they knew,Ellos sabían,loro sapevano
4258,riga,101,riga,line,línea,linea
4259,regali,101,regalo,gifts,regalos,i regali
4260,preghiera,101,preghierare,prayer,oración,preghiera
4261,pallottola,101,pallottola,bullet,bala,proiettile
4262,palco,101,palco,stage,escenario,palcoscenico
4263,ombre,101,ombra,shadows,oscuridad,ombre
4264,muoviamoci,101,muoviamoci,let&#39;s move,vamos a movernos,muoviamoci
4265,litigare,101,litigare,argue,argumentar,litigare
4266,guerrieri,101,guerriero,warriors,guerreros,guerrieri
4267,geniale,101,geniale,brilliant,brillante,brillante
4268,fregato,101,fregare,screwed,atornillado,avvitato
4269,emozione,101,emozione,emotion,emoción,emozione
4270,educazione,101,educazione,education,educación,formazione scolastica
4271,dopotutto,101,dopotutto,after all,después de todo,Dopotutto
4272,dea,101,deo,goddess,diosa,dea
4273,copertura,101,copertura,coverage,cobertura,copertura
4274,cesso,101,cesso,I quit,Lo dejo,ho smesso
4275,allegra,101,allegra,cheerful,alegre,allegro
4276,aii',101,aii,aii&#39;,ai&#39;,aii&#39;
4277,wayne,100,wayne,wayne,wayne,Wayne
4278,tradizione,100,tradizione,tradition,tradición,tradizione
4279,traditore,100,traditore,traitor,traidor,traditore
4280,sporca,100,sporco,dirty,sucio,sporco
4281,sospetti,100,sospetto,suspicious,sospechoso,sospettoso
4282,smetterla,100,smettere la,stop it,para,smettila
4283,sfida,100,sfida,challenge,desafío,sfida
4284,selvaggio,100,selvaggio,wild,salvaje,selvaggio
4285,roccia,100,rocciare,rock,roca,roccia
4286,riportato,100,riportare,reported,reportado,riportato
4287,ralph,100,ralpho,ralph,ralph,Ralph
4288,pr,100,pr,pr,pr,pr
4289,papa',100,papa,Pope&#39;,Papa&#39;,Papa&#39;
4290,novembre,100,novembre,November,Noviembre,novembre
4291,limiti,100,limite,limits,límites,limiti
4292,lily,100,lily,lily,lirio,giglio
4293,fisico,100,fisico,physicist,físico,fisico
4294,festeggiare,100,festeggiare,celebrate,celebrar,celebrare
4295,fermate,100,fermata,stops,se detiene,fermate
4296,disponibile,100,disponibile,available,disponible,disponibile
4297,comunista,100,comunista,Communist,Comunista,comunista
4298,comunicare,100,comunicare,to communicate,comunicar,comunicare
4299,chiederò,100,chiedare,I&#39;ll ask,Preguntare,chiederò
4300,chiamarla,100,chiamare la,call her,llama la,chiamala
4301,brady,100,brady,brady,Brady,Brady
4302,benone,100,benone,very good,muy bien,Molto bene
4303,atterraggio,100,atterraggio,landing,aterrizaje,approdo
4304,alt,100,alt,alt,alternativo,alt
4305,aggiungere,100,aggiungere,add,agregar,aggiungere
4306,adam,100,adam,adam,Adán,Adamo
4307,vice,99,vice,vice,vicio,vice
4308,valigie,99,valigia,suitcases,maletas,valigie
4309,trovarci,99,trovare ci,find us,Encuéntranos,Trovaci
4310,sperare,99,sperare,to hope,a la esperanza,sperare
4311,sorridere,99,sorridere,smile,sonrisa,sorriso
4312,soci,99,socio,members,miembros,membri
4313,sindacato,99,sindacato,trade union,Sindicato,sindacato
4314,serva,99,servire,servant,servidor,servitore
4315,ritirare,99,ritirare,withdraw,retirar,ritirare
4316,ripley,99,Ripley,ripley,ripley,ripley
4317,ripetere,99,ripetere,repeat,repetir,ripetere
4318,ragazzini,99,ragazzino,kids,niños,bambini
4319,obiezione,99,obiezione,objection,objeción,obiezione
4320,mutande,99,mutanda,underwear,ropa interior,biancheria intima
4321,mm,99,mm,mm,milímetros,mm
4322,minima,99,minimo,minimal,mínimo,minimo
4323,marchi,99,marchio,brand names,nombres de marca,marchi
4324,j,99,j,j,j,J
4325,invisibile,99,invisibile,Invisible,Invisible,Invisibile
4326,houston,99,Houston,houston,Houston,Houston
4327,grosse,99,grosso,big,grande,grande
4328,giocatori,99,giocatore,players,jugadores,Giocatori
4329,finestre,99,finestra,windows,ventanas,finestre
4330,fidi,99,fidi,trust me,confía en mí,fidati di me
4331,fascino,99,fascino,charm,encanto,fascino
4332,estremamente,99,estremamente,extremely,extremadamente,estremamente
4333,esperienze,99,esperienza,experiences,experiencias,esperienze
4334,debiti,99,debito,debts,deudas,debiti
4335,daca,99,daco,daca,daca,daca
4336,crea,99,creare,create,crear,creare
4337,considerare,99,considerare,consider,considerar,prendere in considerazione
4338,caos,99,caos,chaos,caos,caos
4339,cacciato,99,cacciare,kicked,golpeado,preso a calci
4340,beviamo,99,bevare,we drink,bebemos,beviamo
4341,bada,99,bada,mind you,fíjate,intendiamoci
4342,autorizzazione,99,autorizzazione,authorization,autorización,autorizzazione
4343,ala,99,ala,wing,ala,ala
4344,aiutarvi,99,aiutare vi,help you,ayudarte,Aiutarti
4345,vomitare,98,vomitare,vomit,vomitar,vomito
4346,viaggi,98,viaggio,trips,excursiones,viaggi
4347,tasse,98,tassa,taxes,impuestos,le tasse
4348,suonato,98,suonare,played,jugó,giocato
4349,sfortunatamente,98,sfortunatamente,unfortunately,desafortunadamente,Purtroppo
4350,señor,98,señor,señor,señor,signore
4351,segnali,98,segnale,signals,señales,segnali
4352,sapore,98,sapore,taste,gusto,gusto
4353,ruota,98,ruota,wheel,rueda,ruota
4354,religione,98,religione,religion,religión,religione
4355,registrazione,98,registrazione,registration,registro,registrazione
4356,pugnale,98,pugnale,dagger,daga,pugnale
4357,progressi,98,progresso,progress,progreso,progresso
4358,possesso,98,possesso,possession,posesión,possesso
4359,peste,98,pesta,plague,plaga,appestare
4360,occupati,98,occupato,busy,ocupado,Occupato
4361,lusso,98,lusso,luxury,lujo,lusso
4362,kimble,98,Kimble,kimble,Kimble,kimble
4363,harris,98,Harris,harris,harris,harris
4364,gustav,98,gustav,gustav,gustavo,gustav
4365,facevamo,98,facevamo,we did,lo hicimos,Noi facemmo
4366,facciamolo,98,facciamolo,let&#39;s do it,Vamos a hacerlo,facciamolo
4367,evidente,98,evidente,obvious,obvio,ovvio
4368,elvis,98,elvis,elvis,elvis,elvis
4369,crediamo,98,credare,we believe,creemos,noi crediamo
4370,continuiamo,98,continuare,let&#39;s continue,continuemos,continuiamo
4371,chiude,98,chiudere,closes,cierra,chiude
4372,carburante,98,carburante,fuel,combustible,carburante
4373,bugia,98,bugiare,lie,mentir,menzogna
4374,bruciare,98,bruciare,burn,quemar,bruciare
4375,boss,98,boss,boss,jefe,capo
4376,battuto,98,battere,beaten,vencido,picchiato
4377,andavo,98,andare,I was going,iba,stavo andando
4378,vincitore,97,vincitore,winner,ganador,vincitore
4379,tenuta,97,tenere,estate,bienes,proprietà
4380,spiritoso,97,spiritoso,humorous,humorístico,umoristico
4381,sfortuna,97,sfortuno,bad luck,mala suerte,sfortuna
4382,sessuali,97,sessuale,sexual,sexual,sessuale
4383,scafo,97,scafo,hull,cáscara,scafo
